StockCode,GrossRevenue,UnitsSold,SalesLines,SalesOrders,AvgUnitPrice,Description,ReturnValue,ReturnedUnits,ReturnLines,ReturnOrders,NetRevenue,ReturnValueRate,ReturnUnitRate,RevenuePerUnit,RevenuePerOrder,RevenueShare,RevenueRank
22470,55772.020000000004,18508,2059,1952,3.2181738708110736,HEART OF WICKER LARGE,-1028.7,396.0,22.0,22.0,54743.32000000001,0.01844473268136962,0.02139615301491247,3.013400691592825,28.571731557377053,0.28236780837784536,30
22189,54547.380000000005,18350,1327,1299,4.4448907309721175,CREAM HEART CARD HOLDER,-168.73000000000002,43.0,14.0,14.0,54378.65,0.0030932741407561646,0.002343324250681199,2.9726092643051776,41.991824480369516,0.2804868287682573,31
21212,52948.799999999996,96472,3239,3118,0.7081753627662859,PACK OF 72 RETROSPOT CAKE CASES,-549.66,1110.0,28.0,26.0,52399.13999999999,0.010380971806726499,0.011505929181524172,0.5488514802222406,16.98165490699166,0.2702764524088763,32
20914,53335.66,18952,2098,2030,3.23078646329838,SET/5 RED RETROSPOT LID GLASS BOWLS,-1095.3500000000001,409.0,87.0,84.0,52240.310000000005,0.020536916577014327,0.021580835795694385,2.814249683410722,26.273724137931037,0.26945720215140834,33
22178,53105.59,40572,1864,1816,1.5726984978540772,VICTORIAN GLASS HANGING T-LIGHT,-1265.44,1010.0,45.0,43.0,51840.149999999994,0.023828753244244157,0.024894015577245392,1.3089221630681258,29.24316629955947,0.2673931639783403,34
21623,52082.93,7196,549,530,10.232112932604736,VINTAGE UNION JACK MEMOBOARD,-499.20000000000005,56.0,13.0,13.0,51583.73,0.009584714224026951,0.007782101167315175,7.237761256253474,98.26967924528302,0.26607054135654384,35
22139,53085.61,10649,2110,2093,5.580184834123223,RETROSPOT TEA SET CERAMIC 11 PC ,-2074.0,474.0,52.0,51.0,51011.61,0.03906896803107283,0.044511221710958775,4.985032397408207,25.363406593406594,0.263119527962962,36
22111,51936.86,10163,1803,1689,5.7398225180255125,SCOTTIE DOG HOT WATER BOTTLE,-936.65,217.0,15.0,15.0,51000.21,0.01803439792086006,0.02135196300305028,5.110386696841484,30.750065127294256,0.2630607263956565,37
22469,51088.16,29013,2272,2151,1.9298019366197183,HEART OF WICKER SMALL,-426.09999999999997,282.0,20.0,19.0,50662.060000000005,0.008340484370546913,0.009719780787922655,1.7608713335401374,23.750887959088796,0.2613165378005372,38
84946,51148.47,37919,1833,1769,1.5346153846153845,ANTIQUE SILVER TEA GLASS ETCHED,-506.78000000000003,453.0,47.0,46.0,50641.69,0.009908018754031156,0.01194651757694032,1.348887628893167,28.91377614471453,0.2612114686842202,39
21181,50818.920000000006,25028,1875,1810,2.375573333333333,PLEASE ONE PERSON METAL SIGN,-225.90000000000003,114.0,16.0,16.0,50593.020000000004,0.004445194821141417,0.004554898513664696,2.0304826594214482,28.076751381215473,0.2609604272560834,40
21733,51441.92,17960,1840,1760,3.098570652173913,RED HANGING HEART T-LIGHT HOLDER,-1102.25,423.0,35.0,35.0,50339.67,0.02142707737191769,0.023552338530066816,2.864249443207127,29.228363636363635,0.2596536397932016,41
21929,50300.82,25937,1651,1619,2.5051544518473654,JUMBO BAG PINK VINTAGE PAISLEY,-483.96999999999997,272.0,21.0,21.0,49816.85,0.009621513128414208,0.010486949146007634,1.9393461078767784,31.069067325509575,0.2569569173880551,42
21232,50660.48,38901,2514,2435,1.5358910103420844,STRAWBERRY CERAMIC TRINKET BOX,-1102.73,948.0,188.0,183.0,49557.75,0.02176706576803062,0.02436955348191563,1.3022924860543432,20.805125256673513,0.25562047123990955,43
22090,50723.600000000006,16798,1732,1703,3.6761085450346425,PAPER BUNTING RETROSPOT,-1290.15,497.0,12.0,12.0,49433.450000000004,0.025434906039792128,0.029586855578045006,3.019621383498036,29.78485026423958,0.2549793278349906,44
48194,49542.47,7835,1372,1349,8.601800291545189,DOORMAT HEARTS,-172.17,25.0,7.0,7.0,49370.3,0.0034752001666449005,0.003190810465858328,6.32322527121889,36.725329873980726,0.25465359810031135,45
22457,48423.25000000001,15687,2105,2046,3.521871733966746,NATURAL SLATE HEART CHALKBOARD ,-324.8,112.0,32.0,31.0,48098.450000000004,0.006707521696705611,0.0071396697902722,3.086839421176771,23.667277614858264,0.2480933548215814,46
21731,49508.34,29696,1586,1537,2.2361727616645646,RED TOADSTOOL LED NIGHT LIGHT,-1457.8999999999999,990.0,24.0,24.0,48050.439999999995,0.029447563784202824,0.03333782327586207,1.6671720096982758,32.21102147039687,0.24784571769470962,47
21754,47774.74,7796,2130,2066,6.59649765258216,HOME BUILDING BLOCK WORD,-231.65,39.0,20.0,20.0,47543.09,0.004848796665350769,0.005002565418163161,6.128109286813751,23.124269119070668,0.2452287900480032,48
84029E,47479.83,11757,1253,1145,4.448028731045491,RED WOOLLY HOTTIE WHITE HEART.,-327.7,86.0,11.0,11.0,47152.130000000005,0.006901878123826475,0.00731479118822829,4.038430722122991,41.46710043668122,0.2432122057713572,49
21523,47194.58,7046,1147,1122,8.917053182214474,DOORMAT FANCY FONT HOME SWEET HOME,-47.54,6.0,4.0,4.0,47147.04,0.0010073190607904551,0.0008515469770082316,6.698066988362192,42.0629055258467,0.24318595138735846,50
48187,47026.85,7395,1304,1282,8.093711656441718,DOORMAT NEW ENGLAND,-92.36,12.0,7.0,6.0,46934.49,0.0019639844046539373,0.0016227180527383367,6.359276538201487,36.68241029641185,0.24208961163904372,51
15056BL,47828.19,9600,886,857,6.249672686230248,EDWARDIAN PARASOL BLACK,-1071.3500000000001,213.0,12.0,12.0,46756.840000000004,0.02239996955770227,0.0221875,4.982103125,55.80885647607935,0.24117328721519948,52
21928,47023.18,24743,1571,1542,2.476479949077021,JUMBO BAG SCANDINAVIAN PAISLEY,-536.58,295.0,24.0,24.0,46486.6,0.011410967952401348,0.011922563957482925,1.9004639696075658,30.49492866407263,0.2397793805881255,53
22355,46584.99,32635,1778,1742,1.1633802024746907,CHARLOTTE BAG SUKI DESIGN,-144.39000000000001,187.0,32.0,31.0,46440.6,0.003099496211118646,0.0057300444308258005,1.4274548797303508,26.742244546498277,0.23954211110601553,54
22326,44943.43,15655,1429,1391,3.434352694191743,ROUND SNACK BOXES SET OF4 WOODLAND ,-168.15,57.0,25.0,25.0,44775.28,0.0037413699844448902,0.0036410092622165442,2.8708674544873842,32.310158159597414,0.23095233688976788,55
20727,46283.89,27042,2440,2351,2.0262254098360657,LUNCH BAG  BLACK SKULL.,-1778.95,1211.0,45.0,45.0,44504.94,0.03843561982365787,0.04478219066637083,1.7115557281266178,19.686894938324116,0.22955791445947202,56
21915,44680.05,38088,1063,1025,1.4053998118532456,RED  HARMONICA IN BOX ,-996.0,888.0,16.0,15.0,43684.05,0.022291828232063302,0.023314429741650915,1.1730741965973537,43.59029268292683,0.22532373739057504,57
22383,43836.86,25403,2472,2398,2.081254045307443,LUNCH BAG SUKI  DESIGN ,-285.8,188.0,32.0,32.0,43551.06,0.006519627546316045,0.0074007007046411845,1.7256568121875369,18.280592160133445,0.22463777068566618,58
82494L,44667.100000000006,15601,2051,1973,3.196767430521697,WOODEN FRAME ANTIQUE WHITE ,-1325.8500000000001,511.0,38.0,37.0,43341.25000000001,0.029682920986587442,0.03275431062111403,2.863092109480162,22.639178915357327,0.22355556394563375,59
23298,43148.18,8466,1161,1146,5.519121447028423,SPOTTY BUNTING,-482.81,110.0,12.0,12.0,42665.37,0.01118957972271368,0.012993149066855657,5.096643042759273,37.65111692844677,0.22006935312892736,60
22138,45882.01,9366,1926,1914,5.3669730010384225,BAKING SET 9 PIECE RETROSPOT ,-4072.75,863.0,211.0,209.0,41809.26,0.08876572756947658,0.09214178945120649,4.898783899209908,23.971792058516197,0.2156535101652496,61
48185,46050.99,6855,1004,983,9.18843625498008,DOORMAT FAIRY CAKE,-4678.68,692.0,8.0,8.0,41372.31,0.1015978158124288,0.10094821298322393,6.717868708971554,46.8473957273652,0.2133997079868158,62
82482,42396.03,17141,2068,2006,2.92,WOODEN PICTURE FRAME WHITE FINISH,-1068.15,460.0,30.0,30.0,41327.88,0.025194576001573734,0.02683624059273088,2.4733696983839915,21.1346111665005,0.21317053661529087,63
20728,42695.64,24838,2118,2067,1.9762747875354107,LUNCH BAG CARS BLUE,-1678.0,1140.0,43.0,43.0,41017.64,0.039301436868026805,0.04589741525082535,1.7189644898945164,20.655849056603774,0.21157030869942564,64
23203,42030.340000000004,20485,1242,1231,2.275764895330113,JUMBO BAG VINTAGE DOILY ,-1076.4,590.0,17.0,17.0,40953.94,0.025610071200946743,0.02880156211862338,2.051761776909934,34.14324939073924,0.21124174204702556,65
20713,41332.89,21170,1351,1314,2.581584011843079,JUMBO BAG OWLS,-448.98,252.0,12.0,12.0,40883.909999999996,0.010862535864295964,0.011903637222484649,1.9524274917335853,31.45577625570776,0.21088052505067417,66
21175,44282.23,20856,1701,1659,2.5660435038212817,GIN + TONIC DIET METAL SIGN,-3785.58,2035.0,12.0,12.0,40496.65,0.08548756465065105,0.09757383966244726,2.12323695818949,26.692121760096445,0.20888302549324136,67
84997D,40250.98,10746,1124,1085,4.150854092526691,PINK 3 PIECE MINI DOTS CUTLERY SET,-206.25,55.0,9.0,9.0,40044.73,0.0051240988418170185,0.005118183510143309,3.745670947329239,37.097677419354845,0.2065520075724774,68
22083,41256.41,13961,1445,1401,3.6236193771626297,PAPER CHAIN KIT RETROSPOT,-1400.5500000000002,529.0,14.0,13.0,39855.86,0.033947452044421705,0.03789126853377265,2.9551185445168686,29.4478301213419,0.20557781002712716,69
71477,46519.13,15719,854,809,3.7440163934426227,COLOUR GLASS. STAR T-LIGHT HOLDER,-7173.87,2577.0,70.0,67.0,39345.259999999995,0.15421333116075042,0.1639417265729372,2.9594204465932945,57.50201483312731,0.20294411877570634,70
84078A,43921.51,1129,329,328,45.95018237082067,SET/4 WHITE RETRO STORAGE CUBES ,-5187.650000000001,147.0,20.0,20.0,38733.86,0.11811183176534687,0.13020372010628875,38.90302037201063,133.90704268292683,0.19979049787653158,71
22328,40407.96,14602,1191,1159,3.1967674223341733,ROUND SNACK BOXES SET OF 4 FRUITS ,-1818.3499999999997,701.0,25.0,24.0,38589.61,0.044999797069686265,0.048007122312012054,2.767289412409259,34.86450388265746,0.19904645172882798,72
22960,39639.31,9289,1212,1159,5.056658415841584,JAM MAKING SET WITH JARS,-1051.04,256.0,90.0,87.0,38588.27,0.02651509322437752,0.027559478953601033,4.267338787813543,34.201302847282136,0.19903953996565346,73
22629,38691.7,21193,1416,1368,2.1781214689265536,SPACEBOY LUNCH BOX ,-125.85000000000001,71.0,14.0,14.0,38565.85,0.003252635578173097,0.00335016278960034,1.8256830085405558,28.283406432748535,0.19892389688328593,74
21485,38585.35,7872,1469,1385,5.478931245745406,RETROSPOT HEART HOT WATER BOTTLE,-193.05,39.0,13.0,12.0,38392.299999999996,0.005003194217494464,0.004954268292682927,4.901594258130081,27.859458483754512,0.19802872039154273,75
82486,39004.8,4853,1326,1274,8.622571644042234,WOOD S/3 CABINET ANT WHITE FINISH,-863.1,106.0,45.0,44.0,38141.700000000004,0.02212804577898105,0.02184215948897589,8.037255305996291,30.616012558869706,0.19673611751726536,76
85066,39173.65,3128,952,929,14.14219537815126,CREAM SWEETHEART MINI CHEST,-1260.9,108.0,57.0,56.0,37912.75,0.03218745253505864,0.034526854219948847,12.523545396419438,42.167545748116254,0.19555518604054625,77
22699,39061.14,13314,1473,1424,3.629164969450102,ROSES REGENCY TEACUP AND SAUCER ,-1315.9,498.0,64.0,62.0,37745.24,0.03368821288881994,0.03740423614240649,2.9338395673726905,27.43057584269663,0.1946911640634105,78
20712,37988.94,17936,1446,1415,2.739508990318119,JUMBO BAG WOODLAND ANIMALS,-447.61,251.0,18.0,18.0,37541.33,0.011782639894664078,0.013994201605709189,2.118027430865299,26.8473074204947,0.19363938971347475,79
22727,37857.61,9565,1428,1363,4.369978991596638,ALARM CLOCK BAKELIKE RED ,-345.0,92.0,35.0,32.0,37512.61,0.009113095095015242,0.009618400418191323,3.9579309984317828,27.77520909757887,0.1934912510281226,80
21166,38428.21,20063,1465,1425,2.284866894197952,COOK WITH WINE METAL SIGN ,-969.18,559.0,18.0,17.0,37459.03,0.025220534602054062,0.027862233963016497,1.9153770622539001,26.9671649122807,0.19321488366178663,81
20726,38883.73,22301,1983,1926,2.115804336863338,LUNCH BAG WOODLAND,-1497.95,1015.0,38.0,38.0,37385.780000000006,0.03852382474623705,0.045513654096228866,1.7435868346710912,20.18885254413292,0.19283705780168767,82
22720,38108.89,7483,1392,1385,5.83371408045977,SET OF 3 CAKE TINS PANTRY DESIGN ,-730.1,154.0,73.0,73.0,37378.79,0.01915825939826639,0.0205799812909261,5.09272885206468,27.5154440433213,0.19280100315647136,83
23284,38133.64,5487,732,728,8.776284153005465,DOORMAT KEEP CALM AND COME IN,-1601.25,225.0,7.0,7.0,36532.39,0.04199048399261125,0.04100601421541826,6.949815928558411,52.38137362637362,0.1884352446856477,84
21524,36565.22,5329,1173,1150,8.509889173060529,DOORMAT SPOTTY HOME SWEET HOME,-56.39,7.0,4.0,4.0,36508.83,0.0015421758709505918,0.0013135672734096453,6.861553762431976,31.79584347826087,0.18831372144654965,85
20724,35558.23,32443,2082,2035,1.1051633045148894,RED RETROSPOT CHARLOTTE BAG,-252.82999999999998,321.0,36.0,36.0,35305.4,0.007110308921450813,0.009894276115032519,1.0960216379496348,17.473331695331698,0.1821063907322972,86
22379,35362.76,16053,1608,1570,2.904129353233831,RECYCLING BAG RETROSPOT ,-128.95000000000002,67.0,8.0,8.0,35233.810000000005,0.003646491393771301,0.00417367470254781,2.202875474989099,22.524050955414015,0.18173712720568302,87
21755,35356.39,5726,1741,1696,6.688029867892016,LOVE BUILDING BLOCK WORD,-291.55,49.0,15.0,13.0,35064.84,0.008246034168081074,0.008557457212713936,6.174710094306671,20.846928066037737,0.1808655745015064,88
84997B,34949.56,9378,1051,1019,4.0797716460513795,RED 3 PIECE MINI DOTS CUTLERY SET,-382.83000000000004,109.0,7.0,7.0,34566.729999999996,0.01095378597040993,0.011622947323523139,3.726760503305609,34.29789990186457,0.17829630707251068,89
22384,34425.81,20988,2158,2106,1.9495968489341982,LUNCH BAG PINK POLKADOT,-434.85,285.0,36.0,36.0,33990.96,0.012631511066842002,0.013579188107489995,1.6402615780445968,16.34653846153846,0.17532646686132672,90
22382,34317.59,20386,2202,2153,1.8984332425068118,LUNCH BAG SPACEBOY DESIGN ,-387.25,253.0,20.0,20.0,33930.34,0.011284300558401683,0.01241047777886785,1.6833900716177768,15.939428704133766,0.17501378694816352,91
21479,34560.68,6857,1026,930,4.688001949317739,WHITE SKULL HOT WATER BOTTLE ,-677.1800000000001,196.0,8.0,8.0,33883.5,0.019593943174729202,0.028583928831850663,5.040204170920227,37.162021505376345,0.17477218471898895,92
22666,34421.200000000004,10928,1718,1657,3.6086670547147848,RECIPE BOX PANTRY YELLOW DESIGN,-655.5500000000001,237.0,63.0,63.0,33765.65,0.01904494904303162,0.02168740849194729,3.149816983894583,20.773204586602297,0.1741643106218876,93
22726,33666.34,7935,1340,1273,4.472574626865671,ALARM CLOCK BAKELIKE GREEN,-251.25,67.0,26.0,23.0,33415.09,0.007462943699849762,0.008443604284814115,4.242764965343415,26.44645718774548,0.17235611084692076,94
22630,33923.45,18334,1380,1333,2.3056739130434782,DOLLY GIRL LUNCH BOX,-601.1999999999999,338.0,23.0,20.0,33322.25,0.01772225407498353,0.018435693247518273,1.8503027162648629,25.448949737434358,0.17187723913563618,95
22188,33197.05,12483,585,566,4.453162393162393,BLACK HEART CARD HOLDER,-19.75,5.0,3.0,3.0,33177.3,0.0005949323810398815,0.00040054474084755265,2.65938075783065,58.65203180212015,0.17112958236537879,96
22865,33394.91,15471,1336,1212,2.3525673652694614,HAND WARMER OWL DESIGN,-363.05000000000007,173.0,17.0,14.0,33031.86,0.010871417230949268,0.01118221188029216,2.158548897938078,27.553556105610564,0.17037939815933367,97
84997C,32942.86,8852,975,951,4.0242564102564105,BLUE 3 PIECE MINI DOTS CUTLERY SET,-319.48,92.0,10.0,10.0,32623.38,0.009698004362705607,0.010393131495707185,3.721516041572526,34.64023133543638,0.16827244515819703,98
15036,33041.55,44365,1003,991,0.9932303090727816,ASSORTED COLOURS SILK FAN,-644.03,929.0,14.0,14.0,32397.520000000004,0.01949151901166864,0.020939930125098614,0.744766144483264,33.34162462159435,0.16710745200103705,99
22385,32735.2,17220,1275,1248,2.440156862745098,JUMBO BAG SPACEBOY DESIGN,-725.44,426.0,12.0,12.0,32009.760000000002,0.022160854370830176,0.024738675958188152,1.9009988385598142,26.230128205128207,0.16510737342749432,100
22077,32142.04,17526,1822,1751,2.112145993413831,6 RIBBONS RUSTIC CHARM,-202.95000000000002,123.0,16.0,15.0,31939.09,0.0063141605199918864,0.007018144471071551,1.8339632545931759,18.35639063392347,0.1647428552905223,101
85152,31976.56,16603,1503,1460,2.3120425815036594,HAND OVER THE CHOCOLATE   SIGN ,-191.51000000000002,101.0,8.0,8.0,31785.050000000003,0.005989074497069103,0.006083237969041739,1.9259507317954587,21.901753424657535,0.16394831200738708,102
84029G,31927.13,7307,1103,1009,4.797742520398912,KNITTED UNION FLAG HOT WATER BOTTLE,-219.7,60.0,9.0,9.0,31707.43,0.006881294998955434,0.008211304228821678,4.369389626385658,31.64234886025768,0.16354794554648758,103
22622,32144.04,3240,602,571,11.506478405315614,BOX OF VINTAGE ALPHABET BLOCKS,-559.35,61.0,6.0,6.0,31584.690000000002,0.017401359629965616,0.018827160493827162,9.921000000000001,56.29429071803853,0.1629148486718315,104
48184,31551.32,4770,863,851,8.24324449594438,DOORMAT ENGLISH ROSE ,-86.07,11.0,5.0,5.0,31465.25,0.002727936580783308,0.002306079664570231,6.61453249475891,37.07558166862515,0.16229877330350073,105
85014B,31088.23,6196,917,900,6.706324972737186,RED RETROSPOT UMBRELLA,-105.10000000000001,18.0,12.0,12.0,30983.13,0.003380700670317995,0.002905100064557779,5.0174677211103935,34.542477777777776,0.15981198280969935,106
22697,31431.670000000002,10077,1402,1353,3.7931669044222542,GREEN REGENCY TEACUP AND SAUCER,-530.4000000000001,192.0,61.0,58.0,30901.27,0.01687469994435549,0.019053289669544508,3.1191495484767295,23.231093865484112,0.15938974629218797,107
23245,31118.550000000003,6345,876,873,5.883424657534246,SET OF 3 REGENCY CAKE TINS,-421.5,90.0,37.0,37.0,30697.050000000003,0.013544975585302012,0.014184397163120567,4.904420803782506,35.64553264604811,0.15833637295226408,108
22659,31142.57,16838,1146,1075,2.33174520069808,LUNCH BOX I LOVE LONDON,-581.55,341.0,23.0,22.0,30561.02,0.01867379602903678,0.020251811379023637,1.8495409193490913,28.969832558139533,0.1576347258294071,109
20679,30649.47,6256,736,715,6.670190217391305,EDWARDIAN PARASOL RED,-107.1,18.0,9.0,9.0,30542.370000000003,0.003494350799540742,0.002877237851662404,4.899211956521739,42.86639160839161,0.15753852852850816,110
22866,30323.640000000003,13723,1212,1083,2.321460396039604,HAND WARMER SCOTTY DOG DESIGN,-259.50000000000006,135.0,7.0,7.0,30064.140000000003,0.008557679750847855,0.009837499089120455,2.2096946731764193,27.999667590027702,0.15507180278004176,111
22158,30197.280000000002,9341,767,718,3.2089308996088657,3 HEARTS HANGING DECORATION RUSTIC,-242.85000000000002,83.0,16.0,15.0,29954.430000000004,0.00804211505142185,0.00888555829140349,3.2327673696606363,42.0574930362117,0.15450591506520944,112
21217,30393.48,2952,958,928,11.72446764091858,RED RETROSPOT ROUND CAKE TINS,-514.35,53.0,30.0,29.0,29879.13,0.01692303744092483,0.017953929539295393,10.295894308943089,32.7515948275862,0.15411751523905984,113
22501,30768.59,2637,780,762,13.67802564102564,PICNIC BASKET WICKER LARGE,-1186.85,134.0,35.0,33.0,29581.74,0.03857342829164417,0.05081532043989382,11.668028062191885,40.378727034120736,0.15258356803721881,114
22867,29484.320000000003,13426,1190,1054,2.3727226890756303,HAND WARMER BIRD DESIGN,-172.20000000000002,82.0,7.0,7.0,29312.120000000003,0.005840392452666366,0.006107552510055117,2.1960613734544916,27.97373814041746,0.15119285939012117,115
47590B,29532.93,5768,885,872,5.74025988700565,PINK HAPPY BIRTHDAY BUNTING,-293.05,57.0,10.0,10.0,29239.88,0.009922821745082524,0.009882108183079058,5.120133495145631,33.86803899082569,0.1508202431425641,116
23199,30450.690000000002,14908,986,978,2.5699290060851925,JUMBO BAG APPLES,-1309.25,723.0,21.0,21.0,29141.440000000002,0.042995741640008814,0.04849745103300242,2.0425737858867725,31.13567484662577,0.15031248645084874,117
22752,30736.75,3773,750,692,9.46928,SET 7 BABUSHKA NESTING BOXES,-1778.2,226.0,26.0,25.0,28958.55,0.05785257061986059,0.05989928438908031,8.146501457725947,44.41726878612717,0.14936913393817278,118
