CustomerID,GrossRevenue,SalesOrders,UnitsSold,ReturnValue,ReturnOrders,ReturnedUnits,NetRevenue,ReturnRate,ReturnValueRate,Recency,Frequency,Monetary,Segment,CustomerLifetimeDays,AverageOrderValue,CumulativeNetRevenue,CumulativeRevenuePct,RevenueRank,ValueTier,ReturnRisk,StrategicClass
14680.0,57369.38,58,27358,-2608.48,29.0,1343.0,54760.9,0.5,0.0454681574038276,26,58,57369.38,Champions,710,989.1272413793102,4048535.729999999,24.30904176388302,28,Very High Value,Low Return Risk,Strategic High Value
17389.0,57215.33,61,17880,-2637.65,16.0,362.0,54577.68,0.2622950819672131,0.046100407006304,1,61,57215.33,Champions,735,937.9562295081968,4103113.409999999,24.63674817207022,29,Very High Value,Low Return Risk,Strategic High Value
13093.0,54943.65,55,26227,-869.92,33.0,172.0,54073.73,0.6,0.015832948848502,276,55,54943.65,At Risk High Value,460,998.9754545454546,4157187.139999999,24.961428661156315,30,Very High Value,Low Return Risk,Strategic High Value
16013.0,57140.44,84,25880,-4657.52,10.0,2009.0,52482.92,0.119047619047619,0.0815100478750251,4,84,57140.44,Champions,728,680.2433333333333,4209670.06,25.27655728524544,31,Very High Value,Moderate Return Risk,Strategic High Value
13408.0,51733.462,106,29499,-880.61,29.0,162.0,50852.852,0.2735849056603773,0.0170220581796748,2,106,51733.462,Champions,734,488.0515283018868,4260522.912,25.581898323468295,32,Very High Value,Low Return Risk,Strategic High Value
12748.0,55511.09,336,38396,-6614.26,28.0,2026.0,48896.83,0.0833333333333333,0.11915204691531,1,336,55511.09,Champions,735,165.21157738095238,4309419.742,25.875494616514104,33,Very High Value,Moderate Return Risk,Strategic High Value
17404.0,47781.12,23,50679,-1774.3,5.0,674.0,46006.82,0.217391304347826,0.037133913981087,5,23,47781.12,Champions,697,2077.44,4355426.562,26.151738123645867,34,Very High Value,Low Return Risk,Strategic High Value
13881.0,45179.1,43,29760,-786.6,8.0,314.0,44392.5,0.1860465116279069,0.0174107053925377,4,43,45179.1,Champions,642,1050.6767441860466,4399819.062,26.41828860225636,35,Very High Value,Low Return Risk,Strategic High Value
16705.0,43515.051,42,22302,-861.91,19.0,301.0,42653.141,0.4523809523809524,0.0198071697077868,1,42,43515.051,Champions,730,1036.072642857143,4442472.203,26.67439526774695,36,Very High Value,Low Return Risk,Strategic High Value
17381.0,40002.37,38,45767,-3.18,1.0,3.0,39999.19,0.0263157894736842,7.949528990407318e-05,9,38,40002.37,Champions,540,1052.693947368421,4482471.393,26.914566540789288,37,Very High Value,Low Return Risk,Strategic High Value
15039.0,39726.89,93,18036,-288.44,14.0,125.0,39438.45,0.1505376344086021,0.0072605733798945,10,93,39726.89,Champions,720,427.1708602150538,4521909.843,27.15137090466057,38,Very High Value,Low Return Risk,Strategic High Value
16210.0,38489.51,35,14263,-185.45,2.0,31.0,38304.060000000005,0.0571428571428571,0.004818195918836,2,35,38489.51,Champions,736,1099.700285714286,4560213.903,27.381363933341653,39,Very High Value,Low Return Risk,Strategic High Value
14031.0,40919.58,44,14468,-2973.2,11.0,550.0,37946.380000000005,0.25,0.0726595923027557,8,44,40919.58,Champions,729,929.9904545454546,4598160.283,27.609209307009174,40,Very High Value,Moderate Return Risk,Strategic High Value
12471.0,39918.19,79,16858,-2015.18,50.0,433.0,37903.01,0.6329113924050633,0.0504827498441186,3,79,39918.19,Champions,730,505.2935443037975,4636063.293,27.836794269700583,41,Very High Value,Moderate Return Risk,Strategic High Value
17675.0,38259.6,70,16416,-653.76,20.0,190.0,37605.84,0.2857142857142857,0.0170874760844337,2,70,38259.6,Champions,728,546.5657142857143,4673669.132999999,28.062594903829087,42,Very High Value,Low Return Risk,Strategic High Value
17677.0,36675.06,54,21933,-826.28,37.0,190.0,35848.78,0.6851851851851852,0.0225297518259002,2,54,36675.06,Champions,722,679.1677777777777,4709517.913,28.27784544089283,43,Very High Value,Low Return Risk,Strategic High Value
13767.0,35540.53,73,15235,-424.85,23.0,96.0,35115.68,0.3150684931506849,0.0119539579179038,3,73,35540.53,Champions,736,486.85657534246576,4744633.592999999,28.488694149812865,44,Very High Value,Low Return Risk,Strategic High Value
12921.0,35921.04,74,21708,-1281.59,29.0,435.0,34639.45,0.3918918918918919,0.0356779759160647,10,74,35921.04,Champions,729,485.41945945945946,4779273.043,28.69668338169447,45,Very High Value,Low Return Risk,Strategic High Value
12678.0,34281.18,21,22372,-430.05,2.0,139.0,33851.13,0.0952380952380952,0.0125447840476903,43,21,34281.18,Champions,659,1632.4371428571428,4813124.173,28.89993922227579,46,Very High Value,Low Return Risk,Strategic High Value
15856.0,33847.27,52,20225,-402.9,6.0,100.0,33444.369999999995,0.1153846153846153,0.011903471092351,5,52,33847.27,Champions,732,650.9090384615384,4846568.543,29.100752711723928,47,Very High Value,Low Return Risk,Strategic High Value
16779.0,33165.94,53,19544,-286.63,9.0,127.0,32879.310000000005,0.1698113207547169,0.008642299901646,3,53,33165.94,Champions,734,625.7724528301887,4879447.852999999,29.29817335297825,48,Very High Value,Low Return Risk,Strategic High Value
17428.0,31819.76,45,17504,-581.7,6.0,113.0,31238.06,0.1333333333333333,0.0182810932577744,1,45,31819.76,Champions,738,707.1057777777778,4910685.912999999,29.48573926712733,49,Very High Value,Low Return Risk,Strategic High Value
14258.0,32051.34,25,17488,-1023.99,7.0,241.0,31027.35,0.28,0.0319484302372381,10,25,32051.34,Champions,726,1282.0536,4941713.262999998,29.67203999343279,50,Very High Value,Low Return Risk,Strategic High Value
12681.0,30868.28,45,17596,-316.52,11.0,96.0,30551.76,0.2444444444444444,0.0102538916972374,15,45,30868.28,Champions,712,685.9617777777778,4972265.022999998,29.855485085518,51,Very High Value,Low Return Risk,Strategic High Value
13902.0,34095.26,5,220600,-3684.0,3.0,2510.0,30411.26,0.6,0.1080502099118763,633,5,34095.26,At Risk High Value,92,6819.052000000001,5002676.282999998,30.03808655892338,52,Very High Value,Moderate Return Risk,Strategic High Value
12709.0,30814.46,34,13911,-780.73,21.0,207.0,30033.73,0.6176470588235294,0.025336481638815,16,34,30814.46,Champions,715,906.3076470588236,5032710.012999998,30.218421189907406,53,Very High Value,Low Return Risk,Strategic High Value
14606.0,30558.25,192,15474,-766.68,67.0,335.0,29791.57,0.3489583333333333,0.0250891330491765,2,192,30558.25,Champions,735,159.15755208333334,5062501.582999999,30.3973017945604,54,Very High Value,Low Return Risk,Strategic High Value
13078.0,29532.45,57,12183,-648.62,38.0,160.0,28883.83,0.6666666666666666,0.0219629593887401,4,57,29532.45,Champions,735,518.1131578947369,5091385.412999999,30.57073196205725,55,Very High Value,Low Return Risk,Strategic High Value
13098.0,28882.44,28,15968,-223.56,13.0,57.0,28658.88,0.4642857142857143,0.007740343267397,2,28,28882.44,Champions,316,1031.5157142857142,5120044.292999999,30.74281143900585,56,Very High Value,Low Return Risk,Strategic High Value
17857.0,28682.24,24,22060,-115.7,2.0,170.0,28566.54,0.0833333333333333,0.0040338550963941,5,24,28682.24,Champions,637,1195.0933333333337,5148610.832999999,30.91433646934309,57,Very High Value,Low Return Risk,Strategic High Value
15513.0,27750.55,35,10831,-486.1,6.0,216.0,27264.45,0.1714285714285714,0.0175167699378931,34,35,27750.55,Champions,662,792.8728571428571,5175875.282999999,31.078043226037398,58,Very High Value,Low Return Risk,Strategic High Value
17940.0,30306.79,16,85148,-3433.17,6.0,6.0,26873.620000000003,0.375,0.1132805552815062,50,16,30306.79,Champions,687,1894.174375,5202748.902999999,31.23940328174492,59,Very High Value,Moderate Return Risk,Strategic High Value
16333.0,26626.8,22,32184,0.0,0.0,0.0,26626.8,0.0,0.0,8,22,26626.8,Champions,302,1210.3090909090909,5229375.702999999,31.399281330601504,60,Very High Value,No Returns,Strategic High Value
18251.0,26278.86,9,39639,0.0,0.0,0.0,26278.86,0.0,0.0,88,9,26278.86,Potential Loyalists,630,2919.873333333333,5255654.562999999,31.557070207333798,61,Very High Value,No Returns,Strategic High Value
14527.0,27764.21,122,6755,-2017.76,68.0,207.0,25746.45,0.5573770491803278,0.0726748573073031,3,122,27764.21,Champions,735,227.57549180327868,5281401.012999999,31.711662279643782,62,Very High Value,Moderate Return Risk,Strategic High Value
12731.0,25775.71,17,11641,-102.5,2.0,71.0,25673.21,0.1176470588235294,0.0039766120894438,24,17,25775.71,Champions,624,1516.2182352941177,5307074.222999999,31.86581458944764,63,Very High Value,Low Return Risk,Strategic High Value
17865.0,26312.19,46,12950,-725.3399999999999,16.0,158.0,25586.85,0.3478260869565217,0.0275666905719364,31,46,26312.19,Champions,708,572.0041304347826,5332661.072999999,32.019448358972554,64,Very High Value,Low Return Risk,Strategic High Value
13802.0,26259.11,19,14129,-767.55,5.0,299.0,25491.56,0.2631578947368421,0.0292298558481228,139,19,26259.11,Potential Loyalists,523,1382.0584210526315,5358152.632999999,32.17250996889603,65,Very High Value,Low Return Risk,Strategic High Value
14062.0,25585.65,24,12794,-169.37,3.0,101.0,25416.28,0.125,0.0066197262918862,10,24,25585.65,Champions,720,1066.06875,5383568.912999999,32.32511956733041,66,Very High Value,Low Return Risk,Strategic High Value
12939.0,25264.8,20,10328,0.0,0.0,0.0,25264.8,0.0,0.0,65,20,25264.8,Potential Loyalists,632,1263.24,5408833.712999999,32.476819618735455,67,Very High Value,No Returns,Strategic High Value
12621.0,24775.81,35,13933,-196.5,9.0,58.0,24579.31,0.2571428571428571,0.007931123139869,2,35,24775.81,Champions,667,707.8802857142857,5433413.022999998,32.62440371164339,68,Very High Value,Low Return Risk,Strategic High Value
14895.0,25119.54,38,10714,-630.72,10.0,69.0,24488.82,0.2631578947368421,0.0251087400485836,8,38,25119.54,Champions,722,661.0405263157895,5457901.842999999,32.77144446608629,69,Very High Value,Low Return Risk,Strategic High Value
17920.0,24256.74,54,12544,-6.55,2.0,3.0,24250.19,0.037037037037037,0.0002700280416906,5,54,24256.74,Champions,729,449.1988888888889,5482152.032999999,32.91705238974221,70,Very High Value,Low Return Risk,Strategic High Value
13001.0,24042.65,33,13448,-36.05,4.0,21.0,24006.6,0.1212121212121212,0.0014994187412785,5,33,24042.65,Champions,732,728.5651515151516,5506158.632999999,33.06119770077021,71,Very High Value,Low Return Risk,Strategic High Value
12682.0,24025.51,52,10998,-88.1,1.0,9.0,23937.410000000003,0.0192307692307692,0.0036669356862767,4,52,24025.51,Champions,735,462.0290384615385,5530096.042999999,33.204927567125914,72,Very High Value,Low Return Risk,Strategic High Value
15498.0,25949.58,44,12598,-2178.77,11.0,49.0,23770.81,0.25,0.0839616672023208,3,44,25949.58,Champions,721,589.7631818181818,5553866.852999998,33.347657099872634,73,Very High Value,Moderate Return Risk,Strategic High Value
15640.0,23828.03,29,12320,-119.22,5.0,53.0,23708.81,0.1724137931034483,0.0050033510953276,5,29,23828.03,Champions,721,821.6562068965517,5577575.662999998,33.49001435960762,74,Very High Value,Low Return Risk,Strategic High Value
16525.0,24562.74,48,14628,-1231.9,6.0,938.0,23330.84,0.125,0.0501531995209003,3,48,24562.74,Champions,735,511.72375000000005,5600906.502999998,33.630102134983744,75,Very High Value,Moderate Return Risk,Strategic High Value
12409.0,23419.29,7,13143,-328.82,6.0,116.0,23090.47,0.8571428571428571,0.014040562288609,79,7,23419.29,Potential Loyalists,487,3345.612857142857,5623996.972999997,33.76874663191095,76,Very High Value,Low Return Risk,Strategic High Value
16133.0,22992.26,56,13653,-763.38,22.0,200.0,22228.88,0.3928571428571428,0.0332016078454227,4,56,22992.26,Champions,615,410.5760714285714,5646225.852999997,33.902217794899634,77,Very High Value,Low Return Risk,Strategic High Value
12540.0,22254.49,33,11019,-147.2,3.0,10.0,22107.29,0.0909090909090909,0.006614395566917,20,33,22254.49,Champions,713,674.3784848484848,5668333.142999997,34.03495888247707,78,Very High Value,Low Return Risk,Strategic High Value
13340.0,22100.56,12,9636,0.0,0.0,0.0,22100.56,0.0,0.0,46,12,22100.56,Champions,610,1841.713333333333,5690433.702999997,34.16765956041951,79,Very High Value,No Returns,Strategic High Value
14051.0,22394.4,37,5923,-329.5,5.0,56.0,22064.9,0.1351351351351351,0.0147134998035223,1,37,22394.4,Champions,736,605.2540540540541,5712498.602999997,34.30014612133616,80,Very High Value,Low Return Risk,Strategic High Value
15159.0,22116.73,34,13512,-67.33,4.0,47.0,22049.4,0.1176470588235294,0.0030443017570861,2,34,22116.73,Champions,430,650.4920588235294,5734548.002999998,34.432539613999886,81,Very High Value,Low Return Risk,Strategic High Value
12482.0,23691.4,29,27042,-1797.87,3.0,3.0,21893.53,0.1034482758620689,0.0758870307368918,577,29,23691.4,At Risk High Value,77,816.944827586207,5756441.532999998,34.56399720030328,82,Very High Value,Moderate Return Risk,Strategic High Value
13319.0,22082.5,58,9270,-376.41,20.0,77.0,21706.09,0.3448275862068966,0.0170456243631835,6,58,22082.5,Champions,728,380.7327586206897,5778147.622999998,34.69432932123051,83,Very High Value,Low Return Risk,Strategic High Value
15749.0,44534.3,3,18028,-22998.4,1.0,9014.0,21535.9,0.3333333333333333,0.5164199280105447,236,3,44534.3,At Risk,97,14844.766666666668,5799683.522999998,34.82363955274052,84,Very High Value,Very High Return Risk,High Value / High Return Risk
14667.0,21593.05,54,12705,-206.55,7.0,66.0,21386.5,0.1296296296296296,0.0095655778132315,11,54,21593.05,Champions,727,399.8712962962963,5821070.022999998,34.95205272638028,85,Very High Value,Low Return Risk,Strategic High Value
17340.0,22289.22,18,11162,-993.18,12.0,117.0,21296.04,0.6666666666666666,0.0445587597950937,30,18,22289.22,Champions,634,1238.29,5842366.062999998,35.079922741687106,86,Very High Value,Low Return Risk,Strategic High Value
15615.0,21373.97,47,12090,-91.9,7.0,35.0,21282.07,0.1489361702127659,0.0042996223911608,11,47,21373.97,Champions,727,454.7653191489362,5863648.132999999,35.207708875478225,87,Very High Value,Low Return Risk,Strategic High Value
12753.0,21429.39,6,11421,-405.38,5.0,171.0,21024.01,0.8333333333333334,0.0189170107035244,23,6,21429.39,Champions,340,3571.565,5884672.142999998,35.333945512924,88,Very High Value,Low Return Risk,Strategic High Value
16839.0,22310.49,44,11527,-1342.22,7.0,516.0,20968.27,0.1590909090909091,0.0601609377472211,9,44,22310.49,Champions,658,507.05659090909097,5905640.412999998,35.45984746492341,89,Very High Value,Moderate Return Risk,Strategic High Value
14866.0,20850.22,19,9233,-192.45,1.0,183.0,20657.77,0.0526315789473684,0.0092301184352011,11,19,20850.22,Champions,460,1097.38,5926298.182999997,35.58388504966239,90,Very High Value,Low Return Risk,Strategic High Value
12433.0,20581.26,10,17116,-152.4,1.0,1.0,20428.86,0.1,0.0074047944586483,1,10,20581.26,Champions,476,2058.126,5946727.042999998,35.7065481664156,91,Very High Value,Low Return Risk,Strategic High Value
17243.0,20460.48,69,8024,-180.65,11.0,27.0,20279.83,0.1594202898550724,0.0088292161278718,2,69,20460.48,Champions,737,296.5286956521739,5967006.872999998,35.82831644692784,92,Very High Value,Low Return Risk,Strategic High Value
12477.0,20276.37,9,6119,-102.73,3.0,33.0,20173.64,0.3333333333333333,0.005066488725546,23,9,20276.37,Champions,601,2252.93,5987180.5129999975,35.94944711984141,93,Very High Value,Low Return Risk,Strategic High Value
15251.0,20324.54,21,12108,-228.94,10.0,128.0,20095.6,0.4761904761904761,0.0112642155738826,10,21,20324.54,Champions,670,967.835238095238,6007276.112999997,36.07010920911245,94,Very High Value,Low Return Risk,Strategic High Value
18008.0,19759.08,23,7825,0.0,0.0,0.0,19759.08,0.0,0.0,71,23,19759.08,Potential Loyalists,632,859.0904347826087,6027035.192999997,36.188750696546215,95,Very High Value,No Returns,Strategic High Value
17706.0,20749.98,31,8049,-1206.08,12.0,197.0,19543.9,0.3870967741935484,0.0581243933729092,5,31,20749.98,Champions,685,669.3541935483871,6046579.092999998,36.30610015645309,96,Very High Value,Moderate Return Risk,Strategic High Value
16843.0,19571.43,35,18502,-42.65,3.0,43.0,19528.78,0.0857142857142857,0.0021791969212265,43,35,19571.43,Champions,687,559.1837142857142,6066107.872999998,36.42335882978031,97,Very High Value,Low Return Risk,Strategic High Value
17139.0,19566.76,25,9853,-92.85,4.0,20.0,19473.91,0.16,0.0047452925267136,16,25,19566.76,Champions,682,782.6704,6085581.782999998,36.54028804149215,98,Very High Value,Low Return Risk,Strategic High Value
12557.0,18716.14,8,6782,0.0,0.0,0.0,18716.14,0.0,0.0,17,8,18716.14,Champions,706,2339.5175,6104297.922999998,36.65266729642802,99,Very High Value,No Returns,Strategic High Value
14194.0,18670.59,36,10037,-227.72,18.0,110.0,18442.87,0.5,0.0121967222246324,5,36,18670.59,Champions,698,518.6275,6122740.792999998,36.76340572804262,100,Very High Value,Low Return Risk,Strategic High Value
14607.0,23763.13,22,15335,-5392.07,5.0,3879.0,18371.06,0.2272727272727272,0.226909081421513,16,22,23763.13,Champions,709,1080.1422727272727,6141111.852999997,36.87371298344797,101,Very High Value,High Return Risk,High Value / High Return Risk
12357.0,18287.66,3,6587,0.0,0.0,0.0,18287.66,0.0,0.0,34,3,18287.66,Loyal Customers,355,6095.886666666666,6159399.5129999975,36.983519471608496,102,Very High Value,No Returns,Strategic High Value
17581.0,18737.95,43,9960,-510.28,10.0,95.0,18227.67,0.2325581395348837,0.0272324347113745,1,43,18737.95,Champions,736,435.76627906976745,6177627.182999997,37.09296575560813,103,Very High Value,Low Return Risk,Strategic High Value
16746.0,18046.75,42,11900,-34.55,4.0,8.0,18012.2,0.0952380952380952,0.0019144721348719,5,42,18046.75,Champions,731,429.6845238095238,6195639.382999998,37.2011182708039,104,Very High Value,Low Return Risk,Strategic High Value
15808.0,18133.3,21,7080,-141.3,3.0,27.0,17992.0,0.1428571428571428,0.007792293735834,307,21,18133.3,At Risk High Value,432,863.4904761904761,6213631.382999998,37.30914949705068,105,Very High Value,Low Return Risk,Strategic High Value
17377.0,18232.57,78,7524,-468.0,13.0,49.0,17764.57,0.1666666666666666,0.0256683506494147,24,78,18232.57,Champions,714,233.75089743589743,6231395.952999998,37.41581514182872,106,Very High Value,Low Return Risk,Strategic High Value
12647.0,17924.35,36,6878,-241.56,9.0,74.0,17682.789999999997,0.25,0.0134766393202542,23,36,17924.35,Champions,673,497.8986111111111,6249078.742999998,37.52198974649548,107,Very High Value,Low Return Risk,Strategic High Value
15078.0,17761.88,53,8990,-185.36,11.0,84.0,17576.52,0.2075471698113207,0.0104358322429832,8,53,17761.88,Champions,728,335.12981132075475,6266655.2629999975,37.627526263211294,108,Very High Value,Low Return Risk,Strategic High Value
16652.0,17550.39,16,7477,-237.56,8.0,31.0,17312.829999999998,0.5,0.0135358815388148,59,16,17550.39,Champions,574,1096.899375,6283968.092999998,37.73147947879055,109,Very High Value,Low Return Risk,Strategic High Value
18172.0,17467.24,52,7407,-178.01,11.0,30.0,17289.230000000003,0.2115384615384615,0.0101910776974496,15,52,17467.24,Champions,714,335.90846153846155,6301257.322999998,37.8352909904492,110,Very High Value,Low Return Risk,Strategic High Value
14952.0,17629.35,32,6977,-385.1,11.0,138.0,17244.25,0.34375,0.0218442540422647,60,32,17629.35,Potential Loyalists,677,550.9171875,6318501.572999998,37.938832424042246,111,Very High Value,Low Return Risk,Strategic High Value
17416.0,17298.45,22,8769,-76.98,3.0,38.0,17221.47,0.1363636363636363,0.0044501096919088,30,22,17298.45,Champions,696,786.2931818181819,6335723.042999998,38.04223707732549,112,Very High Value,Low Return Risk,Strategic High Value
17735.0,17244.93,26,10901,-82.35,3.0,29.0,17162.58,0.1153846153846153,0.0047753165713053,3,26,17244.93,Champions,495,663.2665384615385,6352885.622999998,38.1452881312916,113,Very High Value,Low Return Risk,Strategic High Value
15523.0,17259.19,16,15633,-139.95,2.0,23.0,17119.239999999998,0.125,0.0081087235264227,85,16,17259.19,Potential Loyalists,653,1078.699375,6370004.862999998,38.24807895441371,114,Very High Value,Low Return Risk,Strategic High Value
15189.0,17524.38,46,6902,-423.25,12.0,114.0,17101.13,0.2608695652173913,0.0241520670060795,2,46,17524.38,Champions,508,380.96478260869566,6387105.992999998,38.35076103778995,115,Very High Value,Low Return Risk,Strategic High Value
13027.0,17239.2,19,42840,-187.2,4.0,243.0,17052.0,0.2105263157894736,0.0108589725741333,114,19,17239.2,Potential Loyalists,575,907.3263157894736,6404157.992999998,38.45314812482641,116,Very High Value,Low Return Risk,Strategic High Value
12472.0,17880.59,19,11350,-923.9,18.0,440.0,16956.69,0.9473684210526316,0.0516705544951257,33,19,17880.59,Champions,693,941.0836842105264,6421114.682999998,38.554962932173375,117,Very High Value,Moderate Return Risk,Strategic High Value
15358.0,17050.41,42,15378,-212.21,13.0,158.0,16838.2,0.3095238095238095,0.0124460350220317,5,42,17050.41,Champions,728,405.9621428571429,6437952.882999999,38.65606627775966,118,Very High Value,Low Return Risk,Strategic High Value
13113.0,18603.04,37,4540,-2025.48,23.0,503.0,16577.56,0.6216216216216216,0.1088789789195744,1,37,18603.04,Champions,621,502.7848648648649,6454530.442999998,38.7556046356398,119,Very High Value,Moderate Return Risk,Strategic High Value
16019.0,17329.16,27,6959,-825.7,8.0,349.0,16503.46,0.2962962962962963,0.047648010636407,47,27,17329.16,Champions,679,641.8207407407407,6471033.902999998,38.85469806722687,120,Very High Value,Low Return Risk,Strategic High Value
