CustomerID,GrossRevenue,SalesOrders,UnitsSold,ReturnValue,ReturnOrders,ReturnedUnits,NetRevenue,ReturnRate,ReturnValueRate,Recency,Frequency,Monetary,Segment,CustomerLifetimeDays,AverageOrderValue,CumulativeNetRevenue,CumulativeRevenuePct,RevenueRank
13089.0,116647.53,203,60150,-3523.6699999999996,44.0,991.0,113123.86,0.21674876847290642,0.030207840663235643,3,203,116647.53,Champions,735,574.6183743842364,2931877.53,17.6041754541611,12
17949.0,118628.08,118,60658,-19732.49,20.0,6330.0,98895.59,0.1694915254237288,0.16633911633737983,2,118,118628.08,Champions,736,1005.3227118644068,3030773.1199999996,18.197984472508054,13
16029.0,122035.14,107,56386,-28058.15,18.0,6537.0,93976.98999999999,0.16822429906542055,0.22991861196701213,39,107,122035.14,Champions,693,1140.5153271028037,3124750.1099999994,18.762260232216864,14
14298.0,91194.49,82,100272,-705.1800000000001,2.0,418.0,90489.31000000001,0.024390243902439025,0.0077327040263068525,9,82,91194.49,Champions,720,1112.1279268292683,3215239.4199999995,19.305594554222452,15
15769.0,88704.32,46,49104,-4434.9400000000005,5.0,2014.0,84269.38,0.10869565217391304,0.049996888539363134,8,46,88704.32,Champions,721,1928.354782608696,3299508.7999999993,19.811581907293565,16
13798.0,75836.87,110,48347,-2261.95,15.0,936.0,73574.92,0.13636363636363635,0.029826521057633313,2,110,75836.87,Champions,730,689.4260909090908,3373083.7199999993,20.253355408216663,17
15838.0,74163.0,34,64664,-758.89,4.0,18840.0,73404.11,0.11764705882352941,0.01023273060690641,12,34,74163.0,Champions,713,2181.264705882353,3446487.829999999,20.694103296992406,18
12931.0,92347.34,57,62906,-21047.670000000002,14.0,14561.0,71299.67,0.24561403508771928,0.22791853019264013,22,57,92347.34,Champions,717,1620.1287719298246,3517787.499999999,21.122215279045008,19
17841.0,70081.86,211,37166,-1367.88,78.0,438.0,68713.98,0.3696682464454976,0.019518317578899876,2,211,70081.86,Champions,736,332.1415165876777,3586501.479999999,21.53480173523089,20
14088.0,64036.8,16,15276,-1636.78,4.0,97.0,62400.020000000004,0.25,0.02555999050545936,11,16,64036.8,Champions,411,4002.3,3648901.499999999,21.90947662842916,21
16422.0,63589.07,109,66273,-2540.93,37.0,3285.0,61048.14,0.3394495412844037,0.03995859665819928,18,109,63589.07,Champions,679,583.3859633027523,3709949.639999999,22.276034288738455,22
13081.0,59205.15,28,41423,-877.0,16.0,363.0,58328.15,0.5714285714285714,0.014812900566927032,12,28,59205.15,Champions,720,2114.469642857143,3768277.789999999,22.626260031802364,23
14096.0,65164.79,17,16352,-8043.88,17.0,17.0,57120.91,1.0,0.12343905351340809,5,17,65164.79,Champions,97,3833.222941176471,3825398.6999999993,22.969237018887274,24
16754.0,67502.47,29,67831,-10941.89,6.0,9361.0,56560.58,0.20689655172413793,0.1620961425559687,373,29,67502.47,At Risk High Value,269,2327.671379310345,3881959.2799999993,23.30884955860653,25
13777.0,56478.42,61,26742,-461.85,12.0,176.0,56016.57,0.19672131147540983,0.008177459638566377,1,61,56478.42,Champions,737,925.875737704918,3937975.849999999,23.645195642823865,26
17850.0,56600.08,155,22785,-801.1,4.0,176.0,55798.98,0.025806451612903226,0.014153690242133933,373,155,56600.08,At Risk High Value,362,365.1618064516129,3993774.829999999,23.98023522890208,27
14680.0,57369.38,58,27358,-2608.48,29.0,1343.0,54760.899999999994,0.5,0.04546815740382762,26,58,57369.38,Champions,710,989.1272413793102,4048535.729999999,24.30904176388302,28
17389.0,57215.33,61,17880,-2637.65,16.0,362.0,54577.68,0.26229508196721313,0.04610040700630408,1,61,57215.33,Champions,735,937.9562295081968,4103113.409999999,24.63674817207022,29
13093.0,54943.65,55,26227,-869.92,33.0,172.0,54073.73,0.6,0.015832948848502056,276,55,54943.65,At Risk High Value,460,998.9754545454546,4157187.139999999,24.961428661156315,30
16013.0,57140.44,84,25880,-4657.52,10.0,2009.0,52482.92,0.11904761904761904,0.08151004787502512,4,84,57140.44,Champions,728,680.2433333333333,4209670.06,25.27655728524544,31
13408.0,51733.462,106,29499,-880.61,29.0,162.0,50852.852,0.27358490566037735,0.01702205817967489,2,106,51733.462,Champions,734,488.0515283018868,4260522.912,25.581898323468298,32
12748.0,55511.09,336,38396,-6614.26,28.0,2026.0,48896.829999999994,0.08333333333333333,0.11915204691531009,1,336,55511.09,Champions,735,165.21157738095238,4309419.742,25.875494616514104,33
17404.0,47781.12,23,50679,-1774.3,5.0,674.0,46006.82,0.21739130434782608,0.037133913981087084,5,23,47781.12,Champions,697,2077.44,4355426.562,26.151738123645867,34
13881.0,45179.1,43,29760,-786.6,8.0,314.0,44392.5,0.18604651162790697,0.017410705392537702,4,43,45179.1,Champions,642,1050.6767441860466,4399819.062,26.41828860225636,35
16705.0,43515.051,42,22302,-861.91,19.0,301.0,42653.140999999996,0.4523809523809524,0.019807169707786853,1,42,43515.051,Champions,730,1036.072642857143,4442472.203,26.67439526774695,36
17381.0,40002.37,38,45767,-3.18,1.0,3.0,39999.19,0.02631578947368421,7.949528990407318e-05,9,38,40002.37,Champions,540,1052.693947368421,4482471.393,26.914566540789288,37
15039.0,39726.89,93,18036,-288.44,14.0,125.0,39438.45,0.15053763440860216,0.007260573379894575,10,93,39726.89,Champions,720,427.1708602150538,4521909.843,27.15137090466057,38
16210.0,38489.51,35,14263,-185.45,2.0,31.0,38304.060000000005,0.05714285714285714,0.004818195918836067,2,35,38489.51,Champions,736,1099.700285714286,4560213.903,27.381363933341653,39
14031.0,40919.58,44,14468,-2973.2,11.0,550.0,37946.380000000005,0.25,0.07265959230275579,8,44,40919.58,Champions,729,929.9904545454546,4598160.283,27.609209307009174,40
12471.0,39918.19,79,16858,-2015.1799999999998,50.0,433.0,37903.01,0.6329113924050633,0.05048274984411868,3,79,39918.19,Champions,730,505.2935443037975,4636063.293,27.836794269700583,41
17675.0,38259.6,70,16416,-653.76,20.0,190.0,37605.84,0.2857142857142857,0.01708747608443371,2,70,38259.6,Champions,728,546.5657142857143,4673669.132999999,28.062594903829087,42
17677.0,36675.06,54,21933,-826.28,37.0,190.0,35848.78,0.6851851851851852,0.022529751825900217,2,54,36675.06,Champions,722,679.1677777777777,4709517.913,28.27784544089283,43
13767.0,35540.53,73,15235,-424.85,23.0,96.0,35115.68,0.3150684931506849,0.01195395791790387,3,73,35540.53,Champions,736,486.85657534246576,4744633.592999999,28.488694149812865,44
12921.0,35921.04,74,21708,-1281.5900000000001,29.0,435.0,34639.45,0.3918918918918919,0.035677975916064794,10,74,35921.04,Champions,729,485.41945945945946,4779273.043,28.69668338169447,45
12678.0,34281.18,21,22372,-430.05,2.0,139.0,33851.13,0.09523809523809523,0.012544784047690308,43,21,34281.18,Champions,659,1632.4371428571428,4813124.1729999995,28.89993922227579,46
15856.0,33847.27,52,20225,-402.90000000000003,6.0,100.0,33444.369999999995,0.11538461538461539,0.011903471092351025,5,52,33847.27,Champions,732,650.9090384615384,4846568.543,29.100752711723928,47
16779.0,33165.94,53,19544,-286.63,9.0,127.0,32879.310000000005,0.16981132075471697,0.008642299901646085,3,53,33165.94,Champions,734,625.7724528301887,4879447.852999999,29.298173352978246,48
17428.0,31819.760000000002,45,17504,-581.7,6.0,113.0,31238.06,0.13333333333333333,0.018281093257774415,1,45,31819.76,Champions,738,707.1057777777778,4910685.912999999,29.485739267127332,49
14258.0,32051.34,25,17488,-1023.99,7.0,241.0,31027.35,0.28,0.03194843023723813,10,25,32051.34,Champions,726,1282.0536,4941713.262999998,29.67203999343279,50
12681.0,30868.28,45,17596,-316.52,11.0,96.0,30551.76,0.24444444444444444,0.010253891697237423,15,45,30868.28,Champions,712,685.9617777777778,4972265.022999998,29.855485085518,51
13902.0,34095.26,5,220600,-3684.0,3.0,2510.0,30411.260000000002,0.6,0.1080502099118763,633,5,34095.26,At Risk High Value,92,6819.052000000001,5002676.282999998,30.03808655892338,52
12709.0,30814.46,34,13911,-780.73,21.0,207.0,30033.73,0.6176470588235294,0.025336481638815026,16,34,30814.46,Champions,715,906.3076470588236,5032710.012999998,30.218421189907406,53
14606.0,30558.25,192,15474,-766.68,67.0,335.0,29791.57,0.3489583333333333,0.025089133049176572,2,192,30558.25,Champions,735,159.15755208333334,5062501.582999999,30.3973017945604,54
13078.0,29532.45,57,12183,-648.62,38.0,160.0,28883.83,0.6666666666666666,0.021962959388740183,4,57,29532.45,Champions,735,518.1131578947369,5091385.412999999,30.570731962057252,55
13098.0,28882.44,28,15968,-223.56,13.0,57.0,28658.879999999997,0.4642857142857143,0.007740343267397076,2,28,28882.44,Champions,316,1031.5157142857142,5120044.292999999,30.742811439005852,56
17857.0,28682.24,24,22060,-115.7,2.0,170.0,28566.54,0.08333333333333333,0.004033855096394145,5,24,28682.24,Champions,637,1195.0933333333337,5148610.832999999,30.91433646934309,57
15513.0,27750.55,35,10831,-486.1,6.0,216.0,27264.45,0.17142857142857143,0.017516769937893126,34,35,27750.55,Champions,662,792.8728571428571,5175875.282999999,31.078043226037394,58
17940.0,30306.79,16,85148,-3433.17,6.0,6.0,26873.620000000003,0.375,0.11328055528150623,50,16,30306.79,Champions,687,1894.174375,5202748.902999999,31.23940328174492,59
16333.0,26626.8,22,32184,0.0,0.0,0.0,26626.8,0.0,0.0,8,22,26626.8,Champions,302,1210.3090909090909,5229375.702999999,31.399281330601504,60
18251.0,26278.86,9,39639,0.0,0.0,0.0,26278.86,0.0,0.0,88,9,26278.86,Potential Loyalists,630,2919.873333333333,5255654.562999999,31.557070207333794,61
14527.0,27764.21,122,6755,-2017.76,68.0,207.0,25746.45,0.5573770491803278,0.07267485730730318,3,122,27764.21,Champions,735,227.57549180327868,5281401.012999999,31.711662279643782,62
12731.0,25775.71,17,11641,-102.5,2.0,71.0,25673.21,0.11764705882352941,0.003976612089443899,24,17,25775.71,Champions,624,1516.2182352941177,5307074.222999999,31.865814589447638,63
17865.0,26312.190000000002,46,12950,-725.3399999999999,16.0,158.0,25586.850000000002,0.34782608695652173,0.027566690571936423,31,46,26312.19,Champions,708,572.0041304347826,5332661.072999999,32.019448358972554,64
13802.0,26259.11,19,14129,-767.55,5.0,299.0,25491.56,0.2631578947368421,0.0292298558481228,139,19,26259.11,Potential Loyalists,523,1382.0584210526315,5358152.6329999985,32.17250996889603,65
14062.0,25585.65,24,12794,-169.37,3.0,101.0,25416.280000000002,0.125,0.006619726291886272,10,24,25585.65,Champions,720,1066.06875,5383568.912999999,32.32511956733041,66
12939.0,25264.8,20,10328,0.0,0.0,0.0,25264.8,0.0,0.0,65,20,25264.8,Potential Loyalists,632,1263.24,5408833.712999999,32.476819618735455,67
12621.0,24775.81,35,13933,-196.5,9.0,58.0,24579.31,0.2571428571428571,0.00793112313986909,2,35,24775.81,Champions,667,707.8802857142857,5433413.022999998,32.62440371164339,68
14895.0,25119.54,38,10714,-630.72,10.0,69.0,24488.82,0.2631578947368421,0.025108740048583694,8,38,25119.54,Champions,722,661.0405263157895,5457901.8429999985,32.77144446608629,69
17920.0,24256.74,54,12544,-6.55,2.0,3.0,24250.190000000002,0.037037037037037035,0.0002700280416906806,5,54,24256.74,Champions,729,449.1988888888889,5482152.032999999,32.91705238974221,70
13001.0,24042.65,33,13448,-36.05,4.0,21.0,24006.600000000002,0.12121212121212122,0.0014994187412785194,5,33,24042.65,Champions,732,728.5651515151516,5506158.6329999985,33.06119770077021,71
12682.0,24025.510000000002,52,10998,-88.1,1.0,9.0,23937.410000000003,0.019230769230769232,0.0036669356862767946,4,52,24025.51,Champions,735,462.0290384615385,5530096.042999999,33.204927567125914,72
15498.0,25949.58,44,12598,-2178.77,11.0,49.0,23770.81,0.25,0.0839616672023208,3,44,25949.58,Champions,721,589.7631818181818,5553866.852999998,33.347657099872634,73
15640.0,23828.03,29,12320,-119.22,5.0,53.0,23708.809999999998,0.1724137931034483,0.005003351095327646,5,29,23828.03,Champions,721,821.6562068965517,5577575.662999998,33.49001435960762,74
16525.0,24562.74,48,14628,-1231.9,6.0,938.0,23330.84,0.125,0.05015319952090035,3,48,24562.74,Champions,735,511.72375000000005,5600906.502999998,33.630102134983744,75
12409.0,23419.29,7,13143,-328.82,6.0,116.0,23090.47,0.8571428571428571,0.014040562288609091,79,7,23419.29,Potential Loyalists,487,3345.612857142857,5623996.972999997,33.76874663191095,76
16133.0,22992.26,56,13653,-763.38,22.0,200.0,22228.879999999997,0.39285714285714285,0.03320160784542277,4,56,22992.26,Champions,615,410.5760714285714,5646225.852999997,33.902217794899634,77
12540.0,22254.49,33,11019,-147.2,3.0,10.0,22107.29,0.09090909090909091,0.006614395566917057,20,33,22254.49,Champions,713,674.3784848484848,5668333.142999997,34.03495888247707,78
13340.0,22100.56,12,9636,0.0,0.0,0.0,22100.56,0.0,0.0,46,12,22100.56,Champions,610,1841.7133333333331,5690433.702999997,34.16765956041951,79
14051.0,22394.4,37,5923,-329.5,5.0,56.0,22064.9,0.13513513513513514,0.014713499803522307,1,37,22394.4,Champions,736,605.2540540540541,5712498.602999997,34.30014612133616,80
15159.0,22116.73,34,13512,-67.33,4.0,47.0,22049.399999999998,0.11764705882352941,0.0030443017570861517,2,34,22116.73,Champions,430,650.4920588235294,5734548.002999998,34.432539613999886,81
12482.0,23691.4,29,27042,-1797.8700000000001,3.0,3.0,21893.530000000002,0.10344827586206896,0.07588703073689188,577,29,23691.4,At Risk High Value,77,816.944827586207,5756441.532999998,34.56399720030328,82
13319.0,22082.5,58,9270,-376.40999999999997,20.0,77.0,21706.09,0.3448275862068966,0.017045624363183513,6,58,22082.5,Champions,728,380.7327586206897,5778147.622999998,34.69432932123051,83
15749.0,44534.3,3,18028,-22998.4,1.0,9014.0,21535.9,0.3333333333333333,0.5164199280105447,236,3,44534.3,At Risk,97,14844.766666666668,5799683.522999998,34.82363955274052,84
14667.0,21593.05,54,12705,-206.55,7.0,66.0,21386.5,0.12962962962962962,0.009565577813231573,11,54,21593.05,Champions,727,399.8712962962963,5821070.022999998,34.95205272638028,85
17340.0,22289.22,18,11162,-993.18,12.0,117.0,21296.04,0.6666666666666666,0.044558759795093765,30,18,22289.22,Champions,634,1238.29,5842366.062999998,35.079922741687106,86
15615.0,21373.97,47,12090,-91.89999999999999,7.0,35.0,21282.07,0.14893617021276595,0.004299622391160837,11,47,21373.97,Champions,727,454.7653191489362,5863648.1329999985,35.207708875478225,87
12753.0,21429.39,6,11421,-405.38,5.0,171.0,21024.01,0.8333333333333334,0.01891701070352446,23,6,21429.39,Champions,340,3571.565,5884672.142999998,35.333945512924,88
16839.0,22310.49,44,11527,-1342.22,7.0,516.0,20968.27,0.1590909090909091,0.060160937747221144,9,44,22310.49,Champions,658,507.05659090909097,5905640.412999998,35.45984746492341,89
14866.0,20850.22,19,9233,-192.45000000000002,1.0,183.0,20657.77,0.05263157894736842,0.009230118435201164,11,19,20850.22,Champions,460,1097.38,5926298.182999997,35.58388504966239,90
12433.0,20581.260000000002,10,17116,-152.4,1.0,1.0,20428.86,0.1,0.0074047944586483035,1,10,20581.26,Champions,476,2058.126,5946727.042999998,35.7065481664156,91
17243.0,20460.48,69,8024,-180.65,11.0,27.0,20279.829999999998,0.15942028985507245,0.008829216127871879,2,69,20460.48,Champions,737,296.5286956521739,5967006.872999998,35.828316446927836,92
12477.0,20276.37,9,6119,-102.72999999999999,3.0,33.0,20173.64,0.3333333333333333,0.005066488725546042,23,9,20276.37,Champions,601,2252.93,5987180.5129999975,35.94944711984141,93
15251.0,20324.54,21,12108,-228.94,10.0,128.0,20095.600000000002,0.47619047619047616,0.011264215573882606,10,21,20324.54,Champions,670,967.835238095238,6007276.112999997,36.07010920911245,94
18008.0,19759.079999999998,23,7825,0.0,0.0,0.0,19759.079999999998,0.0,0.0,71,23,19759.08,Potential Loyalists,632,859.0904347826087,6027035.192999997,36.188750696546215,95
17706.0,20749.98,31,8049,-1206.08,12.0,197.0,19543.9,0.3870967741935484,0.058124393372909276,5,31,20749.98,Champions,685,669.3541935483871,6046579.092999998,36.306100156453084,96
16843.0,19571.43,35,18502,-42.65,3.0,43.0,19528.78,0.08571428571428572,0.002179196921226502,43,35,19571.43,Champions,687,559.1837142857142,6066107.872999998,36.42335882978031,97
17139.0,19566.76,25,9853,-92.85000000000001,4.0,20.0,19473.91,0.16,0.004745292526713673,16,25,19566.76,Champions,682,782.6704,6085581.782999998,36.54028804149215,98
12557.0,18716.14,8,6782,0.0,0.0,0.0,18716.14,0.0,0.0,17,8,18716.14,Champions,706,2339.5175,6104297.922999998,36.65266729642802,99
14194.0,18670.59,36,10037,-227.72,18.0,110.0,18442.87,0.5,0.012196722224632429,5,36,18670.59,Champions,698,518.6275,6122740.792999998,36.76340572804262,100
14607.0,23763.13,22,15335,-5392.07,5.0,3879.0,18371.06,0.22727272727272727,0.22690908142151306,16,22,23763.13,Champions,709,1080.1422727272727,6141111.852999997,36.87371298344797,101
12357.0,18287.66,3,6587,0.0,0.0,0.0,18287.66,0.0,0.0,34,3,18287.66,Loyal Customers,355,6095.886666666666,6159399.5129999975,36.983519471608496,102
17581.0,18737.95,43,9960,-510.28000000000003,10.0,95.0,18227.670000000002,0.23255813953488372,0.02723243471137451,1,43,18737.95,Champions,736,435.76627906976745,6177627.182999997,37.092965755608134,103
16746.0,18046.75,42,11900,-34.55,4.0,8.0,18012.2,0.09523809523809523,0.0019144721348719298,5,42,18046.75,Champions,731,429.6845238095238,6195639.382999998,37.2011182708039,104
15808.0,18133.3,21,7080,-141.3,3.0,27.0,17992.0,0.14285714285714285,0.007792293735834074,307,21,18133.3,At Risk High Value,432,863.4904761904761,6213631.382999998,37.309149497050676,105
17377.0,18232.57,78,7524,-468.0,13.0,49.0,17764.57,0.16666666666666666,0.025668350649414758,24,78,18232.57,Champions,714,233.75089743589743,6231395.952999998,37.41581514182872,106
12647.0,17924.35,36,6878,-241.56,9.0,74.0,17682.789999999997,0.25,0.013476639320254292,23,36,17924.35,Champions,673,497.8986111111111,6249078.742999998,37.52198974649548,107
15078.0,17761.88,53,8990,-185.36,11.0,84.0,17576.52,0.20754716981132076,0.010435832242983289,8,53,17761.88,Champions,728,335.12981132075475,6266655.2629999975,37.627526263211294,108
16652.0,17550.39,16,7477,-237.56,8.0,31.0,17312.829999999998,0.5,0.013535881538814808,59,16,17550.39,Champions,574,1096.899375,6283968.092999998,37.73147947879055,109
18172.0,17467.24,52,7407,-178.01,11.0,30.0,17289.230000000003,0.21153846153846154,0.010191077697449624,15,52,17467.24,Champions,714,335.90846153846155,6301257.322999998,37.8352909904492,110
14952.0,17629.35,32,6977,-385.09999999999997,11.0,138.0,17244.25,0.34375,0.021844254042264744,60,32,17629.35,Potential Loyalists,677,550.9171875,6318501.572999998,37.938832424042246,111
17416.0,17298.45,22,8769,-76.98,3.0,38.0,17221.47,0.13636363636363635,0.004450109691908813,30,22,17298.45,Champions,696,786.2931818181819,6335723.042999998,38.04223707732549,112
17735.0,17244.93,26,10901,-82.35,3.0,29.0,17162.58,0.11538461538461539,0.004775316571305305,3,26,17244.93,Champions,495,663.2665384615385,6352885.622999998,38.1452881312916,113
15523.0,17259.19,16,15633,-139.95,2.0,23.0,17119.239999999998,0.125,0.008108723526422735,85,16,17259.19,Potential Loyalists,653,1078.699375,6370004.862999998,38.24807895441371,114
15189.0,17524.38,46,6902,-423.25,12.0,114.0,17101.13,0.2608695652173913,0.02415206700607953,2,46,17524.38,Champions,508,380.96478260869566,6387105.992999998,38.35076103778995,115
13027.0,17239.2,19,42840,-187.2,4.0,243.0,17052.0,0.21052631578947367,0.010858972574133369,114,19,17239.2,Potential Loyalists,575,907.3263157894736,6404157.992999998,38.45314812482641,116
12472.0,17880.59,19,11350,-923.9,18.0,440.0,16956.69,0.9473684210526315,0.05167055449512572,33,19,17880.59,Champions,693,941.0836842105264,6421114.682999998,38.554962932173375,117
15358.0,17050.41,42,15378,-212.21,13.0,158.0,16838.2,0.30952380952380953,0.012446035022031728,5,42,17050.41,Champions,728,405.9621428571429,6437952.8829999985,38.65606627775966,118
13113.0,18603.04,37,4540,-2025.48,23.0,503.0,16577.56,0.6216216216216216,0.10887897891957443,1,37,18603.04,Champions,621,502.7848648648649,6454530.442999998,38.7556046356398,119
16019.0,17329.16,27,6959,-825.7,8.0,349.0,16503.46,0.2962962962962963,0.04764801063640708,47,27,17329.16,Champions,679,641.8207407407407,6471033.902999998,38.85469806722687,120
16553.0,16584.01,33,16427,-88.14,3.0,25.0,16495.87,0.09090909090909091,0.0053147580108791545,164,33,16584.01,Potential Loyalists,503,502.54575757575753,6487529.772999998,38.95374592539203,121
13199.0,16432.89,67,12019,-27.91,2.0,9.0,16404.98,0.029850746268656716,0.0016984231014751513,4,67,16432.89,Champions,731,245.26701492537316,6503934.752999999,39.05224804333077,122
14961.0,16410.15,22,8372,-81.25,6.0,37.0,16328.900000000001,0.2727272727272727,0.004951203980463311,11,22,16410.15,Champions,725,745.9159090909092,6520263.652999999,39.15029334625768,123
16656.0,16833.170000000002,30,15433,-525.45,14.0,446.0,16307.720000000001,0.4666666666666667,0.031215154364864134,23,30,16833.170000000002,Champions,713,561.1056666666667,6536571.372999999,39.24821147592025,124
12901.0,17654.54,28,23075,-1361.44,8.0,2160.0,16293.1,0.2857142857142857,0.07711557480398809,9,28,17654.54,Champions,262,630.5192857142857,6552864.472999998,39.3460418212049,125
18092.0,16179.44,18,8830,-6.25,2.0,3.0,16173.19,0.1111111111111111,0.0003862927270659553,3,18,16179.44,Champions,733,898.8577777777778,6569037.662999999,39.44315217847602,126
16180.0,16249.87,13,9813,-79.6,3.0,28.0,16170.27,0.23076923076923078,0.00489850072646735,101,13,16249.87,Potential Loyalists,434,1249.99,6585207.932999998,39.54024500288917,127
15125.0,17024.87,24,8433,-900.54,12.0,298.0,16124.329999999998,0.5,0.05289555808649347,26,24,17024.87,Champions,593,709.3695833333333,6601332.262999998,39.63706198500943,128
14733.0,16165.17,15,6479,-134.37,3.0,39.0,16030.8,0.2,0.008312315923680357,17,15,16165.17,Champions,386,1077.678,6617363.062999998,39.73331737527826,129
12980.0,16245.78,21,1910,-336.39,5.0,27.0,15909.390000000001,0.23809523809523808,0.02070630034384314,158,21,16245.78,Potential Loyalists,580,773.6085714285715,6633272.452999998,39.828843770928444,130
13225.0,16260.07,16,7401,-380.79999999999995,1.0,64.0,15879.27,0.0625,0.02341933337310356,4,16,16260.07,Champions,719,1016.254375,6649151.722999997,39.924189313947764,131
17716.0,15956.970000000001,24,8819,-285.65,3.0,115.0,15671.320000000002,0.125,0.01790126822322784,23,24,15956.97,Champions,715,664.8737500000001,6664823.042999998,40.01828624127689,132
15044.0,16024.15,35,5241,-362.8,12.0,20.0,15661.35,0.34285714285714286,0.022640826502497793,20,35,16024.15,Champions,704,457.8328571428571,6680484.392999997,40.11232330470396,133
17107.0,16052.72,10,7530,-457.35,3.0,311.0,15595.369999999999,0.3,0.028490498806432805,34,10,16052.72,Champions,644,1605.272,6696079.7629999975,40.2059641975937,134
13564.0,17035.02,37,9133,-1462.83,17.0,104.0,15572.19,0.4594594594594595,0.08587192735905211,145,37,17035.02,Potential Loyalists,593,460.405945945946,6711651.952999998,40.29946590841228,135
14849.0,15763.45,43,12026,-221.01,7.0,151.0,15542.44,0.16279069767441862,0.014020407969067684,22,43,15763.45,Champions,677,366.5918604651162,6727194.392999998,40.39278898822925,136
13488.0,15587.880000000001,23,7891,-74.15,6.0,17.0,15513.730000000001,0.2608695652173913,0.004756900874268983,18,23,15587.88,Champions,666,677.7339130434783,6742708.122999999,40.485939681624174,137
12971.0,15972.79,116,14587,-490.05,4.0,1526.0,15482.740000000002,0.034482758620689655,0.03068030068635473,4,116,15972.79,Champions,721,137.6964655172414,6758190.862999999,40.578904298557255,138
14769.0,15514.11,17,11058,-75.21,4.0,53.0,15438.900000000001,0.23529411764705882,0.004847844961779953,3,17,15514.11,Champions,721,912.594705882353,6773629.762999999,40.671605682444614,139
12949.0,15526.7,22,8233,-135.7,6.0,36.0,15391.0,0.2727272727272727,0.008739783727385727,31,22,15526.7,Champions,706,705.7590909090909,6789020.762999999,40.76401945540839,140
15768.0,15308.89,34,4215,-41.63,2.0,3.0,15267.26,0.058823529411764705,0.0027193349746454515,116,34,15308.89,Potential Loyalists,621,450.2614705882353,6804288.022999999,40.855690243493555,141
16191.0,15677.820000000002,24,9348,-525.9,16.0,206.0,15151.920000000002,0.6666666666666666,0.03354420448761371,3,24,15677.820000000002,Champions,726,653.2425000000001,6819439.942999999,40.94666848368881,142
15601.0,14960.12,30,11061,-40.9,5.0,11.0,14919.220000000001,0.16666666666666666,0.0027339352892891233,12,30,14960.12,Champions,727,498.6706666666667,6834359.162999999,41.03624949920934,143
16126.0,14644.6,15,6140,0.0,0.0,0.0,14644.6,0.0,0.0,30,15,14644.6,Champions,708,976.3066666666668,6849003.762999998,41.12418158546397,144
16873.0,14617.39,12,8601,-70.36,5.0,18.0,14547.029999999999,0.4166666666666667,0.004813444807862416,5,12,14617.39,Champions,664,1218.1158333333333,6863550.792999999,41.2115278220774,145
18087.0,14761.52,17,7775,-349.9,4.0,347.0,14411.62,0.23529411764705882,0.023703521046613083,99,17,14761.52,Potential Loyalists,640,868.324705882353,6877962.412999999,41.298061002424355,146
16713.0,14529.99,32,8671,-180.15,9.0,25.0,14349.84,0.28125,0.012398494424290727,19,32,14529.99,Champions,706,454.0621875,6892312.252999999,41.38422323072833,147
