CustomerID,Recency,Frequency,Monetary,TotalUnits,FirstPurchase,LastPurchase,CustomerLifetimeDays,AverageOrderValue,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
13206.0,401,13,8308.19,7086,2009-12-07 13:48:00,2010-11-04 16:50:00,332,639.0915384615384,2,5,5,255,12,At Risk High Value
18231.0,193,28,6854.17,2915,2010-01-10 12:13:00,2011-05-31 14:18:00,506,244.7917857142857,2,5,5,255,12,At Risk High Value
15413.0,692,5,6798.72,2694,2009-12-01 10:18:00,2010-01-17 11:33:00,47,1359.7440000000001,1,4,5,145,10,At Risk High Value
15332.0,367,6,6553.74,2958,2010-07-14 13:01:00,2010-12-08 14:43:00,147,1092.29,2,4,5,245,11,At Risk High Value
14154.0,240,8,6460.7,3222,2010-01-13 12:47:00,2011-04-14 16:26:00,456,807.5875,2,4,5,245,11,At Risk High Value
13615.0,319,8,6272.53,2910,2010-01-28 15:43:00,2011-01-25 08:21:00,362,784.06625,2,4,5,245,11,At Risk High Value
15369.0,493,11,6251.26,3288,2009-12-08 07:43:00,2010-08-04 13:54:00,239,568.2963636363637,1,5,5,155,11,At Risk High Value
12835.0,428,41,5996.83,2349,2009-12-03 12:13:00,2010-10-08 10:59:00,309,146.2641463414634,1,5,5,155,11,At Risk High Value
14105.0,240,5,5988.83,3534,2009-12-18 16:57:00,2011-04-14 17:58:00,482,1197.766,2,4,5,245,11,At Risk High Value
16546.0,291,5,5606.47,4367,2010-09-23 15:43:00,2011-02-22 11:20:00,152,1121.294,2,4,5,245,11,At Risk High Value
14249.0,411,12,5400.461,2383,2010-01-29 14:21:00,2010-10-25 12:34:00,269,450.0384166666667,2,5,5,255,12,At Risk High Value
14442.0,205,7,5367.02,1431,2010-01-18 12:59:00,2011-05-19 11:36:00,486,766.7171428571429,2,4,5,245,11,At Risk High Value
14081.0,303,10,5291.09,3633,2009-12-10 18:27:00,2011-02-10 16:17:00,427,529.109,2,5,5,255,12,At Risk High Value
17406.0,334,13,4889.05,2117,2009-12-06 13:45:00,2011-01-10 15:07:00,400,376.08076923076925,2,5,5,255,12,At Risk High Value
13659.0,206,12,4884.68,2527,2010-02-17 09:05:00,2011-05-18 12:37:00,455,407.0566666666667,2,5,5,255,12,At Risk High Value
13044.0,292,11,4848.05,2548,2010-01-08 14:46:00,2011-02-21 15:20:00,409,440.7318181818182,2,5,5,255,12,At Risk High Value
17829.0,299,5,4756.74,3009,2010-02-22 15:39:00,2011-02-14 12:46:00,357,951.348,2,4,5,245,11,At Risk High Value
13958.0,380,8,4709.2300000000005,2264,2009-12-05 13:12:00,2010-11-25 10:11:00,355,588.6537500000001,2,4,5,245,11,At Risk High Value
16858.0,369,10,4668.28,1514,2009-12-15 11:09:00,2010-12-06 09:52:00,356,466.828,2,5,5,255,12,At Risk High Value
16125.0,368,14,4581.7,1943,2009-12-14 15:38:00,2010-12-07 15:48:00,358,327.2642857142857,2,5,5,255,12,At Risk High Value
17508.0,281,8,4579.23,2891,2009-12-07 11:46:00,2011-03-04 08:10:00,452,572.40375,2,5,5,255,12,At Risk High Value
14685.0,577,8,4536.64,1969,2009-12-13 11:32:00,2010-05-12 13:08:00,150,567.08,1,4,5,145,10,At Risk High Value
14625.0,197,11,4497.88,2155,2009-12-16 13:23:00,2011-05-27 15:32:00,527,408.89818181818185,2,5,5,255,12,At Risk High Value
14648.0,417,15,4466.65,3265,2009-12-10 13:59:00,2010-10-19 13:12:00,313,297.77666666666664,1,5,5,155,11,At Risk High Value
17138.0,276,7,4417.27,2024,2010-02-04 14:19:00,2011-03-09 11:54:00,398,631.0385714285715,2,4,5,245,11,At Risk High Value
15633.0,510,13,4335.96,2048,2009-12-08 17:51:00,2010-07-18 13:54:00,222,333.5353846153846,1,5,5,155,11,At Risk High Value
16072.0,289,4,4180.09,1580,2010-06-08 16:47:00,2011-02-24 14:32:00,261,1045.0225,2,4,5,245,11,At Risk High Value
14740.0,198,11,4161.06,2081,2010-02-25 11:40:00,2011-05-26 18:17:00,455,378.27818181818185,2,5,5,255,12,At Risk High Value
17646.0,220,12,4149.79,1418,2009-12-16 09:37:00,2011-05-04 13:17:00,504,345.81583333333333,2,5,5,255,12,At Risk High Value
14025.0,465,8,4057.9,1914,2010-05-05 09:56:00,2010-09-01 10:11:00,119,507.2375,1,4,5,145,10,At Risk High Value
17307.0,396,11,3999.8900000000003,3667,2010-01-19 16:38:00,2010-11-09 13:40:00,294,363.6263636363637,2,5,5,255,12,At Risk High Value
14817.0,201,7,3959.86,2462,2010-03-22 12:10:00,2011-05-23 13:35:00,427,565.6942857142857,2,4,5,245,11,At Risk High Value
13542.0,377,17,3959.4900000000002,804,2009-12-10 19:53:00,2010-11-28 11:24:00,353,232.91117647058826,2,5,5,255,12,At Risk High Value
14465.0,247,11,3925.85,2539,2010-01-07 15:03:00,2011-04-07 12:38:00,455,356.8954545454545,2,5,5,255,12,At Risk High Value
13446.0,431,11,3881.89,2403,2010-02-14 11:52:00,2010-10-05 18:51:00,233,352.8990909090909,1,5,5,155,11,At Risk High Value
14532.0,237,11,3845.78,1111,2010-01-10 11:47:00,2011-04-17 13:05:00,462,349.61636363636364,2,5,5,255,12,At Risk High Value
13357.0,258,5,3805.51,2112,2010-03-22 14:30:00,2011-03-27 13:56:00,370,761.1020000000001,2,4,5,245,11,At Risk High Value
16636.0,439,4,3802.04,2186,2010-03-03 14:06:00,2010-09-27 13:13:00,208,950.51,1,4,5,145,10,At Risk High Value
15079.0,213,11,3767.35,1504,2009-12-08 11:22:00,2011-05-11 12:45:00,519,342.48636363636365,2,5,5,255,12,At Risk High Value
12623.0,277,7,3747.84,1971,2010-01-12 11:45:00,2011-03-08 13:50:00,420,535.4057142857143,2,4,5,245,11,At Risk High Value
12857.0,211,6,3688.0,1420,2010-01-25 15:37:00,2011-05-13 10:20:00,473,614.6666666666666,2,4,5,245,11,At Risk High Value
12872.0,327,12,3662.4900000000002,1845,2009-12-03 20:03:00,2011-01-17 10:52:00,410,305.20750000000004,2,5,5,255,12,At Risk High Value
14770.0,233,8,3637.6400000000003,1598,2010-02-25 18:58:00,2011-04-21 14:21:00,420,454.70500000000004,2,4,5,245,11,At Risk High Value
16718.0,370,5,3612.13,2331,2009-12-06 13:07:00,2010-12-05 13:03:00,364,722.426,2,4,5,245,11,At Risk High Value
15222.0,319,11,3550.91,4458,2009-12-16 13:49:00,2011-01-25 08:03:00,405,322.81,2,5,5,255,12,At Risk High Value
16336.0,421,4,3517.69,1473,2010-03-18 08:05:00,2010-10-15 12:32:00,211,879.4225,1,4,5,145,10,At Risk High Value
17597.0,214,5,3484.09,2215,2010-05-05 15:33:00,2011-05-10 11:54:00,370,696.818,2,4,5,245,11,At Risk High Value
13707.0,268,5,3365.86,2210,2010-06-21 11:57:00,2011-03-17 18:03:00,269,673.172,2,4,5,245,11,At Risk High Value
15538.0,538,6,3358.4,1016,2010-02-14 12:38:00,2010-06-20 10:49:00,126,559.7333333333333,1,4,5,145,10,At Risk High Value
13786.0,368,6,3358.39,1651,2009-12-03 15:32:00,2010-12-07 13:53:00,369,559.7316666666667,2,4,5,245,11,At Risk High Value
16351.0,333,13,3330.03,2165,2009-12-04 16:12:00,2011-01-11 10:26:00,403,256.15615384615387,2,5,5,255,12,At Risk High Value
13031.0,408,5,3292.84,2309,2010-06-03 14:57:00,2010-10-28 15:34:00,147,658.568,2,4,5,245,11,At Risk High Value
14161.0,216,7,3280.08,1608,2009-12-13 11:46:00,2011-05-08 11:41:00,511,468.5828571428571,2,4,5,245,11,At Risk High Value
13214.0,418,7,3264.23,2966,2010-03-03 14:10:00,2010-10-18 10:00:00,229,466.31857142857143,1,4,5,145,10,At Risk High Value
15057.0,276,5,3255.96,1394,2009-12-05 15:27:00,2011-03-09 15:17:00,459,651.192,2,4,5,245,11,At Risk High Value
14669.0,242,7,3216.78,2043,2009-12-02 13:06:00,2011-04-12 11:43:00,496,459.54,2,4,5,245,11,At Risk High Value
12976.0,212,8,3156.38,2684,2010-02-12 15:46:00,2011-05-12 09:55:00,454,394.5475,2,4,5,245,11,At Risk High Value
17145.0,513,4,3120.91,2591,2010-02-19 12:07:00,2010-07-15 09:02:00,146,780.2275,1,4,5,145,10,At Risk High Value
13052.0,213,7,3119.33,1424,2010-02-23 12:31:00,2011-05-11 14:12:00,442,445.61857142857144,2,4,5,245,11,At Risk High Value
15353.0,255,7,3106.12,1522,2009-12-02 11:33:00,2011-03-30 12:15:00,483,443.7314285714286,2,4,5,245,11,At Risk High Value
13485.0,234,11,3019.2200000000003,1798,2009-12-03 13:46:00,2011-04-20 13:58:00,503,274.4745454545455,2,5,5,255,12,At Risk High Value
13963.0,309,17,3011.87,2061,2010-04-21 16:20:00,2011-02-04 14:43:00,289,177.16882352941175,2,5,5,255,12,At Risk High Value
14590.0,425,20,2993.37,901,2009-12-07 14:10:00,2010-10-11 12:06:00,308,149.6685,1,5,5,155,11,At Risk High Value
17032.0,548,8,2984.32,1667,2009-12-10 15:36:00,2010-06-10 12:16:00,182,373.04,1,5,5,155,11,At Risk High Value
16736.0,506,5,2956.56,1050,2009-12-03 16:12:00,2010-07-22 10:09:00,231,591.312,1,4,5,145,10,At Risk High Value
15235.0,218,16,2937.81,1735,2010-11-16 12:48:00,2011-05-06 09:44:00,171,183.613125,2,5,4,254,11,At Risk High Value
15100.0,334,7,2894.7,334,2010-01-07 14:33:00,2011-01-10 10:35:00,368,413.5285714285714,2,4,4,244,10,At Risk High Value
16467.0,509,7,2869.16,7384,2009-12-02 11:59:00,2010-07-19 11:49:00,229,409.88,1,4,4,144,9,At Risk High Value
16163.0,233,6,2849.58,768,2009-12-02 10:00:00,2011-04-21 15:15:00,505,474.93,2,4,4,244,10,At Risk High Value
16335.0,552,7,2753.52,1004,2009-12-04 10:18:00,2010-06-06 11:35:00,184,393.36,1,4,4,144,9,At Risk High Value
12982.0,243,8,2744.81,1729,2010-04-12 13:50:00,2011-04-11 11:51:00,364,343.10125,2,4,4,244,10,At Risk High Value
17241.0,386,12,2736.64,859,2010-02-15 14:47:00,2010-11-19 13:01:00,277,228.0533333333333,2,5,4,254,11,At Risk High Value
12986.0,429,10,2729.84,1164,2010-01-21 10:45:00,2010-10-07 11:57:00,259,272.98400000000004,1,5,4,154,10,At Risk High Value
14496.0,312,7,2668.23,991,2010-03-16 13:15:00,2011-02-01 09:01:00,322,381.17571428571426,2,4,4,244,10,At Risk High Value
13819.0,302,6,2642.35,2309,2009-12-01 16:18:00,2011-02-11 10:38:00,437,440.39166666666665,2,4,4,244,10,At Risk High Value
14195.0,202,6,2615.6,2144,2010-03-15 17:12:00,2011-05-22 10:29:00,433,435.93333333333334,2,4,4,244,10,At Risk High Value
16499.0,361,8,2578.34,1364,2010-06-11 12:22:00,2010-12-14 13:31:00,186,322.2925,2,5,4,254,11,At Risk High Value
17465.0,426,7,2542.79,1477,2009-12-03 13:25:00,2010-10-10 11:56:00,311,363.2557142857143,1,4,4,144,9,At Risk High Value
16889.0,195,6,2526.65,1611,2010-05-23 10:46:00,2011-05-29 11:05:00,371,421.10833333333335,2,4,4,244,10,At Risk High Value
17550.0,198,9,2506.64,968,2010-02-07 15:07:00,2011-05-26 14:09:00,473,278.5155555555555,2,5,4,254,11,At Risk High Value
12978.0,386,5,2502.82,1394,2009-12-10 12:10:00,2010-11-19 14:29:00,344,500.564,2,4,4,244,10,At Risk High Value
16202.0,361,9,2501.9900000000002,1307,2009-12-02 10:48:00,2010-12-14 10:43:00,377,277.9988888888889,2,5,4,254,11,At Risk High Value
13762.0,219,5,2472.48,2608,2010-01-10 12:13:00,2011-05-05 09:15:00,480,494.496,2,4,4,244,10,At Risk High Value
17732.0,373,8,2470.39,1151,2010-08-09 08:41:00,2010-12-02 09:29:00,115,308.79875,2,5,4,254,11,At Risk High Value
14256.0,261,5,2460.79,1147,2010-01-14 10:35:00,2011-03-24 13:17:00,434,492.158,2,4,4,244,10,At Risk High Value
15658.0,191,8,2423.4700000000003,691,2009-12-03 11:19:00,2011-06-02 15:22:00,546,302.93375000000003,2,4,4,244,10,At Risk High Value
16812.0,361,4,2392.0,1116,2010-11-22 14:36:00,2010-12-14 12:35:00,22,598.0,2,4,4,244,10,At Risk High Value
16105.0,249,5,2386.19,2125,2010-04-14 13:27:00,2011-04-05 10:13:00,356,477.238,2,4,4,244,10,At Risk High Value
16065.0,366,8,2359.27,1435,2010-09-02 13:27:00,2010-12-09 13:03:00,98,294.90875,2,5,4,254,11,At Risk High Value
15015.0,502,13,2354.97,1584,2009-12-14 14:46:00,2010-07-26 13:50:00,224,181.15153846153845,1,5,4,154,10,At Risk High Value
17113.0,575,6,2305.59,913,2010-01-11 10:14:00,2010-05-14 13:59:00,123,384.26500000000004,1,4,4,144,9,At Risk High Value
18095.0,313,5,2303.09,1623,2010-04-19 14:09:00,2011-01-31 12:50:00,287,460.61800000000005,2,4,4,244,10,At Risk High Value
13059.0,250,10,2291.77,860,2010-03-31 12:23:00,2011-04-04 10:40:00,369,229.177,2,5,4,254,11,At Risk High Value
18051.0,635,7,2282.28,1661,2009-12-09 12:17:00,2010-03-15 13:58:00,96,326.04,1,4,4,144,9,At Risk High Value
15638.0,379,6,2265.2,1134,2010-04-08 14:37:00,2010-11-26 11:52:00,232,377.5333333333333,2,4,4,244,10,At Risk High Value
16823.0,228,7,2243.09,1166,2009-12-02 09:57:00,2011-04-26 15:00:00,510,320.4414285714286,2,4,4,244,10,At Risk High Value
13478.0,470,5,2215.78,1189,2010-01-31 15:51:00,2010-08-27 13:23:00,208,443.15600000000006,1,4,4,144,9,At Risk High Value
17822.0,421,5,2162.93,1375,2010-05-28 12:15:00,2010-10-15 13:47:00,140,432.58599999999996,1,4,4,144,9,At Risk High Value
18239.0,219,6,2150.36,1052,2010-10-13 10:11:00,2011-05-05 12:38:00,204,358.3933333333334,2,4,4,244,10,At Risk High Value
16004.0,475,5,2146.39,1076,2010-01-25 13:56:00,2010-08-22 11:48:00,209,429.27799999999996,1,4,4,144,9,At Risk High Value
13152.0,418,7,2146.38,977,2010-01-14 10:01:00,2010-10-18 13:44:00,277,306.6257142857143,1,4,4,144,9,At Risk High Value
18009.0,236,8,2144.23,651,2010-02-25 11:49:00,2011-04-18 13:36:00,417,268.02875,2,5,4,254,11,At Risk High Value
14399.0,395,8,2108.21,965,2010-02-03 13:09:00,2010-11-10 13:23:00,280,263.52625,2,4,4,244,10,At Risk High Value
12975.0,437,6,2100.09,911,2009-12-06 10:38:00,2010-09-29 09:46:00,297,350.01500000000004,1,4,4,144,9,At Risk High Value
15456.0,284,10,2091.52,2727,2009-12-08 12:54:00,2011-03-01 13:51:00,448,209.152,2,5,4,254,11,At Risk High Value
14896.0,205,8,2083.2200000000003,1115,2009-12-06 12:42:00,2011-05-19 10:20:00,529,260.40250000000003,2,4,4,244,10,At Risk High Value
18258.0,465,6,2059.67,1981,2010-05-16 11:35:00,2010-09-01 14:20:00,108,343.27833333333336,1,4,4,144,9,At Risk High Value
16176.0,422,4,2052.69,952,2010-03-29 14:52:00,2010-10-14 13:54:00,199,513.1725,1,4,4,144,9,At Risk High Value
13874.0,359,7,2049.15,864,2010-02-04 18:39:00,2010-12-16 18:20:00,315,292.7357142857143,2,4,4,244,10,At Risk High Value
14000.0,212,5,2046.34,1838,2009-12-02 09:50:00,2011-05-12 16:50:00,526,409.268,2,4,4,244,10,At Risk High Value
14988.0,212,7,2038.65,1260,2010-04-16 13:34:00,2011-05-12 12:05:00,391,291.2357142857143,2,4,4,244,10,At Risk High Value
16331.0,433,6,2037.7,756,2010-03-07 10:55:00,2010-10-03 13:47:00,210,339.6166666666667,1,4,4,144,9,At Risk High Value
16510.0,373,6,2025.6,1022,2010-01-17 12:30:00,2010-12-02 13:39:00,319,337.59999999999997,2,4,4,244,10,At Risk High Value
16197.0,470,9,2016.71,1420,2009-12-16 11:44:00,2010-08-27 12:56:00,254,224.07888888888888,1,5,4,154,10,At Risk High Value
17152.0,195,4,2016.5,577,2010-10-10 12:40:00,2011-05-29 12:19:00,231,504.125,2,4,4,244,10,At Risk High Value
13693.0,375,9,2011.8200000000002,880,2009-12-07 11:29:00,2010-11-30 18:21:00,358,223.53555555555556,2,5,4,254,11,At Risk High Value
16529.0,191,4,1986.8,739,2010-06-27 13:29:00,2011-06-02 17:23:00,340,496.7,2,4,4,244,10,At Risk High Value
16032.0,457,6,1965.72,1467,2010-07-04 13:31:00,2010-09-09 18:00:00,67,327.62,1,4,4,144,9,At Risk High Value
15789.0,359,6,1962.01,2499,2010-03-26 11:21:00,2010-12-16 14:35:00,265,327.00166666666667,2,4,4,244,10,At Risk High Value
16290.0,465,4,1957.7,957,2010-05-23 11:46:00,2010-09-01 11:52:00,101,489.425,1,4,4,144,9,At Risk High Value
16619.0,264,4,1938.3300000000002,1055,2010-02-22 12:05:00,2011-03-21 08:18:00,392,484.58250000000004,2,4,4,244,10,At Risk High Value
14492.0,431,7,1921.91,751,2010-03-30 14:23:00,2010-10-05 13:21:00,189,274.55857142857144,1,4,4,144,9,At Risk High Value
18220.0,227,6,1921.76,1352,2009-12-15 11:42:00,2011-04-27 09:03:00,498,320.29333333333335,2,4,4,244,10,At Risk High Value
16692.0,257,4,1914.6999999999998,878,2010-09-24 11:31:00,2011-03-28 14:46:00,185,478.67499999999995,2,4,4,244,10,At Risk High Value
16631.0,482,7,1892.52,775,2010-02-26 10:49:00,2010-08-15 11:20:00,170,270.36,1,4,4,144,9,At Risk High Value
15381.0,214,5,1890.57,802,2010-05-05 14:35:00,2011-05-10 11:55:00,370,378.114,2,4,4,244,10,At Risk High Value
14870.0,262,6,1838.95,483,2010-01-25 09:05:00,2011-03-23 10:51:00,422,306.4916666666667,2,4,4,244,10,At Risk High Value
16634.0,223,6,1814.6100000000001,1321,2010-01-21 09:30:00,2011-05-01 12:09:00,465,302.435,2,4,4,244,10,At Risk High Value
16725.0,303,14,1810.41,764,2009-12-13 15:54:00,2011-02-10 16:52:00,424,129.315,2,5,4,254,11,At Risk High Value
13561.0,216,11,1803.4,1125,2010-02-28 13:42:00,2011-05-08 12:39:00,434,163.94545454545457,2,5,4,254,11,At Risk High Value
16797.0,394,5,1802.02,898,2009-12-02 13:33:00,2010-11-11 19:14:00,344,360.404,2,4,4,244,10,At Risk High Value
17165.0,285,6,1794.32,788,2009-12-11 09:18:00,2011-02-28 16:39:00,444,299.05333333333334,2,4,4,244,10,At Risk High Value
13711.0,219,9,1792.26,819,2009-12-15 19:04:00,2011-05-05 10:31:00,506,199.14,2,5,4,254,11,At Risk High Value
18214.0,531,4,1780.34,989,2010-06-03 19:47:00,2010-06-27 11:21:00,24,445.085,1,4,4,144,9,At Risk High Value
16124.0,318,4,1772.49,797,2009-12-07 10:33:00,2011-01-26 14:45:00,415,443.1225,2,4,4,244,10,At Risk High Value
14850.0,312,7,1770.96,1393,2010-05-20 13:28:00,2011-02-01 11:21:00,257,252.99428571428572,2,4,4,244,10,At Risk High Value
15972.0,457,5,1769.33,468,2010-04-18 14:06:00,2010-09-09 13:20:00,144,353.866,1,4,4,144,9,At Risk High Value
13648.0,401,8,1764.02,960,2009-12-01 18:13:00,2010-11-04 14:46:00,338,220.5025,2,4,4,244,10,At Risk High Value
15777.0,242,7,1762.6100000000001,599,2010-05-20 10:37:00,2011-04-12 16:43:00,327,251.8014285714286,2,4,4,244,10,At Risk High Value
16087.0,390,5,1739.92,664,2010-01-19 12:30:00,2010-11-15 16:44:00,300,347.98400000000004,2,4,4,244,10,At Risk High Value
13531.0,206,6,1738.52,600,2009-12-03 15:20:00,2011-05-18 16:56:00,531,289.75333333333333,2,4,4,244,10,At Risk High Value
15607.0,337,9,1708.97,1470,2010-01-08 12:16:00,2011-01-07 12:44:00,364,189.88555555555556,2,5,4,254,11,At Risk High Value
15326.0,334,5,1700.52,1351,2009-12-01 13:19:00,2011-01-10 11:38:00,405,340.104,2,4,4,244,10,At Risk High Value
15911.0,624,8,1700.24,810,2009-12-09 13:26:00,2010-03-26 12:06:00,107,212.53,1,4,4,144,9,At Risk High Value
12932.0,540,8,1698.56,1609,2010-02-10 08:46:00,2010-06-18 14:22:00,128,212.32,1,4,4,144,9,At Risk High Value
16010.0,246,11,1694.86,919,2010-10-24 10:54:00,2011-04-08 10:14:00,166,154.0781818181818,2,5,4,254,11,At Risk High Value
15732.0,213,10,1682.07,1361,2010-02-04 10:10:00,2011-05-11 14:24:00,461,168.207,2,5,4,254,11,At Risk High Value
16329.0,428,4,1664.92,797,2009-12-01 11:34:00,2010-10-08 12:44:00,311,416.23,1,4,4,144,9,At Risk High Value
16625.0,275,5,1654.03,1057,2010-06-14 11:56:00,2011-03-10 12:50:00,269,330.806,2,4,4,244,10,At Risk High Value
13649.0,257,6,1651.48,849,2010-06-30 16:35:00,2011-03-28 11:51:00,271,275.24666666666667,2,4,4,244,10,At Risk High Value
18085.0,331,4,1645.75,585,2010-03-21 11:57:00,2011-01-13 15:17:00,298,411.4375,2,4,4,244,10,At Risk High Value
13506.0,317,5,1639.2,1174,2010-09-05 12:33:00,2011-01-27 13:53:00,144,327.84000000000003,2,4,4,244,10,At Risk High Value
13554.0,381,7,1629.35,578,2010-09-19 12:39:00,2010-11-24 15:05:00,66,232.7642857142857,2,4,4,244,10,At Risk High Value
15167.0,321,5,1627.62,863,2010-02-04 14:13:00,2011-01-23 12:41:00,353,325.524,2,4,4,244,10,At Risk High Value
15422.0,324,7,1619.97,710,2010-02-07 11:52:00,2011-01-20 16:17:00,347,231.42428571428573,2,4,4,244,10,At Risk High Value
15013.0,488,10,1610.82,1715,2010-01-31 12:15:00,2010-08-09 12:05:00,190,161.082,1,5,4,154,10,At Risk High Value
13239.0,262,5,1594.69,1151,2010-07-25 13:34:00,2011-03-23 10:25:00,241,318.938,2,4,4,244,10,At Risk High Value
16096.0,265,4,1584.97,700,2010-03-04 15:44:00,2011-03-20 13:38:00,381,396.2425,2,4,4,244,10,At Risk High Value
13740.0,241,5,1582.77,987,2009-12-02 12:22:00,2011-04-13 10:32:00,497,316.554,2,4,4,244,10,At Risk High Value
15279.0,355,5,1580.54,802,2010-02-02 10:15:00,2010-12-20 10:48:00,321,316.108,2,4,4,244,10,At Risk High Value
13202.0,395,7,1580.3,572,2009-12-09 10:48:00,2010-11-10 16:24:00,336,225.75714285714284,2,4,4,244,10,At Risk High Value
12549.0,576,6,1575.68,1366,2010-01-11 12:29:00,2010-05-13 12:05:00,122,262.61333333333334,1,4,4,144,9,At Risk High Value
14136.0,401,5,1570.81,1148,2009-12-08 09:19:00,2010-11-04 11:53:00,331,314.162,2,4,4,244,10,At Risk High Value
17851.0,423,6,1552.35,933,2009-12-03 17:46:00,2010-10-13 15:13:00,314,258.72499999999997,1,4,4,144,9,At Risk High Value
14186.0,428,5,1550.63,1550,2010-03-05 11:17:00,2010-10-08 13:30:00,217,310.12600000000003,1,4,4,144,9,At Risk High Value
17454.0,193,10,1547.94,727,2010-01-15 15:40:00,2011-05-31 13:58:00,501,154.794,2,5,4,254,11,At Risk High Value
17990.0,237,6,1527.6100000000001,777,2009-12-07 15:19:00,2011-04-17 11:44:00,496,254.6016666666667,2,4,4,244,10,At Risk High Value
17610.0,541,5,1511.94,893,2009-12-06 16:07:00,2010-06-17 16:34:00,193,302.38800000000003,1,4,4,144,9,At Risk High Value
16037.0,270,5,1509.3400000000001,766,2010-03-01 12:31:00,2011-03-15 09:13:00,379,301.86800000000005,2,4,4,244,10,At Risk High Value
16714.0,219,4,1497.33,828,2010-02-07 11:17:00,2011-05-05 11:09:00,452,374.3325,2,4,4,244,10,At Risk High Value
15590.0,383,5,1496.6,832,2010-04-12 10:09:00,2010-11-22 14:49:00,224,299.32,2,4,4,244,10,At Risk High Value
15882.0,199,8,1495.98,814,2009-12-10 15:33:00,2011-05-25 11:35:00,531,186.9975,2,4,4,244,10,At Risk High Value
15173.0,381,7,1494.6,840,2010-04-01 12:26:00,2010-11-24 10:21:00,237,213.5142857142857,2,4,4,244,10,At Risk High Value
17978.0,366,4,1460.9099999999999,1796,2009-12-08 13:27:00,2010-12-09 14:05:00,366,365.22749999999996,2,4,4,244,10,At Risk High Value
17582.0,237,5,1446.95,603,2010-03-26 12:23:00,2011-04-17 13:18:00,387,289.39,2,4,4,244,10,At Risk High Value
18106.0,330,6,1441.06,506,2010-01-15 11:36:00,2011-01-14 12:23:00,364,240.17666666666665,2,4,4,244,10,At Risk High Value
18071.0,258,6,1428.63,835,2009-12-05 10:31:00,2011-03-27 11:59:00,477,238.10500000000002,2,4,4,244,10,At Risk High Value
17438.0,254,5,1422.77,553,2010-03-08 16:53:00,2011-03-31 10:26:00,388,284.554,2,4,4,244,10,At Risk High Value
15223.0,226,5,1417.95,385,2009-12-05 11:19:00,2011-04-28 11:31:00,509,283.59000000000003,2,4,4,244,10,At Risk High Value
